"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MRTN","Marten Transport, Ltd.","22.72","759926382.08","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"NVGS","Navigator Holdings Ltd.","19.94","1103611463.22","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","3.86","585426676.12","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","4.11","434977353.66","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NMM","Navios Maritime Partners LP","11.54","978306027.26","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NAO","Nordic American Offshore Ltd","9.17","214865662.9","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nao",
"NSC","Norfolk Souther Corporation","104.15","34020076750","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/nsc",
"ODFL","Old Dominion Freight Line, Inc.","73.42","6308656597.54","n/a","1991","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/odfl",
"OSGB","Overseas Shipholding Group, Inc.","4","122187240","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osgb",
"PTSI","P.A.M. Transportation Services, Inc.","58.3","433000804.5","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PRGN","Paragon Shipping Inc.","0.9","22132927.8","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PRGNL","Paragon Shipping Inc.","11.1139","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgnl",
"PATI","Patriot Transportation Holding, Inc.","24.62","79631494.26","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/pati",
"PHII","PHI, Inc.","29.96","463860883.08","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","31.18","482749744.14","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phiik",
"PWX","Providence and Worcester Railroad Company","17.86","86797296.06","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/pwx",
"QLTY","Quality Distribution, Inc.","10.07","282568066.88","n/a","2003","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/qlty",
"RLGT","Radiant Logistics, Inc.","5.63","195429933.72","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RJET","Republic Airways Holdings, Inc.","13.37","670334190.19","n/a","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/rjet",
"RRTS","Roadrunner Transportation Systems, Inc","24.15","918461787.6","n/a","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RYAAY","Ryanair Holdings plc","64.94","7293823704.06","112316349","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"SB","Safe Bulkers, Inc","3.55","296275679.9","n/a","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SAIA","Saia, Inc.","41.07","1030418906.31","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SALT","Scorpio Bulkers Inc.","2.23","312868319.85","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","22.71","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","23.91","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","24.98","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","9.52","1559641636.56","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"CKH","SEACOR Holdings, Inc.","68.57","1244151291.07","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SHIP","Seanergy Maritime Holdings Corp","0.74","8849860.54","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SSW","Seaspan Corporation","18.21","1760231918.88","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSWN","Seaspan Corporation","25.28","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SFL","Ship Finance International Limited","14.9","1391570600","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SINO","Sino-Global Shipping America, Ltd.","1.44","8929211.04","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKYW","SkyWest, Inc.","14.12","728477345.6","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"LUV","Southwest Airlines Company","42.86","28973098211.12","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SAVE","Spirit Airlines, Inc.","75.71","5509864524.65","n/a","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SBLK","Star Bulk Carriers Corp.","3.58","567167421.32","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","22.4","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"GASS","StealthGas, Inc.","6.53","261213595.46","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STB","Student Transportation Inc","5.46","522616217.76","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SWFT","Swift Transportation Company","25.6","3638300160","n/a","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"TK","Teekay Corporation","46.68","3382257189.84","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TOPS","TOP Ships Inc.","1.14","21625787.46","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TNP","Tsakos Energy Navigation Ltd","8.63","731067105.85","n/a","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"ULTR","Ultrapetrol (Bahamas) Limited","1.39","195613986.93","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ultr",
"UNP","Union Pacific Corporation","107.13","94411958026.77","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"UAL","United Continental Holdings, Inc.","61.88","23775927713.72","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ual",
"UPS","United Parcel Service, Inc.","96.47","67755111209.5","n/a","1999","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ups",
"UACL","Universal Truckload Services, Inc.","21.53","645367864.52","n/a","2005","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/uacl",
"USAK","USA Truck, Inc.","27.43","326037780.25","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"USDP","USD Partners LP","14.04","293816343.6","n/a","2014","Transportation","Railroads","http://www.nasdaq.com/symbol/usdp",
"UTIW","UTi Worldwide Inc.","9.65","1017676889.25","n/a","2000","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/utiw",
"VA","Virgin America Inc.","29.39","1269196922.28","n/a","2014","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/va",
"WERN","Werner Enterprises, Inc.","30.24","2179938882.24","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"YRCW","YRC Worldwide, Inc.","16.87","520269517.88","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
