Ticker, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
GJR,0.5998,19.9394,19.8,19.3396,0.767589196399,0.0406,-0.0613,-0.0207,0.00205050505051,53.7312,19.8137,19.6395,19.68,26.2424,83.0508,94.3503,1443101400
EMD,0.294,10.002,9.67,9.708,-0.12925170068,0.004,-0.103,-0.099,0.000413650465357,34.239,10.2,9.855,9.784,42.075,8.824,27.451,1443101400
NRO,0.298,4.714,4.64,4.416,0.751677852349,0.029,-0.043,-0.014,0.00625,51.055,4.746,4.565,4.664,55.182,81.481,87.654,1443101400
JLS,0.419,22.583,22.52,22.164,0.849642004773,0.034,-0.021,0.014,0.00150976909414,57.321,22.472,22.374,22.504,78.249,78.846,83.788,1443101400
POW-PD.TO,0.808,23.404,22.5,22.596,-0.118811881188,-0.049,-0.04,-0.088,-0.00217777777778,37.651,23.229,23.0,22.8,48.19,0.0,0.445,1443101400
BPK,0.23,15.513,15.45,15.283,0.726086956522,0.007,-0.013,-0.007,0.000453074433657,55.776,15.414,15.398,15.378,51.749,80.0,67.5,1443101400
TQQQ,15.493,103.336,93.1,87.843,0.339314529142,0.429,-2.627,-2.199,0.00460794844253,42.867,107.167,95.59,95.452,50.671,31.205,34.718,1443101400
PUGB,0.8,18.615,18.0,17.815,0.23125,-0.077,0.097,0.021,-0.00427777777778,45.69,17.639,18.215,18.0,52.13,0.0,12.121,1443101400
CFC-PB,0.349,25.74,25.71,25.391,0.914040114613,0.028,0.006,0.033,0.00108907040062,60.774,25.647,25.566,25.692,78.927,90.909,95.859,1443101400
CTF,0.235,16.399,16.16,16.164,-0.0170212765958,-0.011,-0.016,-0.027,-0.000680693069307,40.924,16.324,16.282,16.222,43.326,3.846,12.473,1443101400
CJT-A.TO,0.925,21.558,20.3,20.633,-0.36,-0.066,0.079,0.013,-0.00325123152709,11.956,20.898,21.095,21.02,0.0,0.0,0.0,1443101400
XIV,7.625,29.622,25.72,21.997,0.488262295082,0.741,-3.441,-2.7,0.0288102643857,39.32,38.036,25.81,26.336,58.461,35.936,38.972,1443101400
TFSC,0.094,9.834,9.8,9.74,0.63829787234,-0.003,0.022,0.019,-0.00030612244898,73.297,9.716,9.787,9.8,100.0,100.0,100.0,1443101400
FBI.V,1.222,2.206,1.0,0.984,0.013093289689,-0.093,-0.062,-0.155,-0.093,26.77,1.669,1.595,1.18,0.0,0.0,0.0,1443101400
HFBL,2.062,23.307,22.8,21.245,0.754122211445,0.053,0.265,0.318,0.00232456140351,57.275,21.722,22.276,22.988,57.821,45.662,50.403,1443101400
VLT,0.365,13.692,13.44,13.327,0.309589041096,0.006,-0.06,-0.055,0.000446428571429,42.991,13.798,13.51,13.484,42.57,11.765,7.843,1443101400
TS-B.TO,0.58,4.244,4.15,3.664,0.837931034483,0.075,-0.163,-0.088,0.0180722891566,52.924,4.617,3.954,4.072,71.332,92.983,87.205,1443101400
PCO.V,0.17,1.582,1.45,1.412,0.223529411765,-0.004,-0.025,-0.028,-0.00275862068966,2.083,1.541,1.497,1.45,49.665,0.0,0.0,1443101400
LBTYB,1.024,49.35,48.72,48.326,0.384765625,0.177,-0.638,-0.462,0.00363300492611,34.473,51.34,48.838,49.098,43.068,38.835,59.223,1443101400
CSY.TO,0.278,6.763,6.49,6.485,0.0179856115108,0.011,-0.058,-0.048,0.00169491525424,41.228,6.838,6.624,6.634,37.897,4.167,45.833,1443101400
LMBS,0.525,50.554,50.24,50.029,0.401904761905,-0.006,-0.021,-0.027,-0.000119426751592,44.735,50.407,50.291,50.28,43.277,25.001,12.113,1443101400
TGS,0.555,4.582,4.05,4.027,0.0414414414414,-0.035,-0.002,-0.038,-0.00864197530864,40.368,4.323,4.305,4.198,48.322,34.568,18.489,1443101400
TKR,4.448,32.185,27.31,27.737,-0.0959982014388,-0.164,-0.88,-1.045,-0.00600512632735,27.541,32.217,29.961,28.364,16.114,2.118,3.285,1443101400
HHC,9.304,127.51,120.73,118.206,0.27128116939,0.281,-3.014,-2.733,0.00232750766172,41.051,131.686,122.858,120.412,43.002,21.255,18.196,1443101400
PFSW,1.106,13.92,14.05,12.814,1.11754068716,0.037,0.153,0.19,0.0026334519573,65.128,13.067,13.367,13.53,68.153,96.907,81.529,1443101400
CSVN,0.036,0.234,0.21,0.198,0.333333333333,0.005,-0.021,-0.016,0.0238095238095,0.0,0.295,0.216,0.21,0.0,0.0,0.0,1443101400
JXSB,0.847,24.445,24.19,23.598,0.69893742621,0.012,0.057,0.069,0.000496072757338,56.64,23.927,24.022,24.19,43.822,94.203,94.203,1443101400
VMBS,0.364,53.345,53.26,52.981,0.766483516484,0.009,0.039,0.048,0.000168982350732,55.013,53.058,53.163,53.276,50.975,72.092,72.868,1443101400
VTIP,0.206,48.458,48.37,48.252,0.572815533981,0.014,-0.013,0.001,0.000289435600579,49.959,48.452,48.355,48.402,37.135,61.538,74.359,1443101400
GNMA,0.397,50.36,50.22,49.963,0.647355163728,0.006,0.008,0.014,0.000119474313023,52.603,50.093,50.162,50.188,68.576,66.038,66.038,1443101400
SGF,0.498,9.332,8.8,8.834,-0.0682730923695,0.021,-0.235,-0.214,0.00238636363636,33.935,9.941,9.083,8.908,56.509,0.0,13.889,1443101400
DGLD,11.27,88.422,76.34,77.152,-0.072049689441,-0.67,-0.224,-0.895,-0.00877652606759,36.07,83.988,82.787,80.1,53.915,3.533,20.538,1443101400
ICLDW,0.245,1.189,1.086,0.944,0.579591836735,0.01,-0.015,-0.004,0.00920810313076,52.065,1.174,1.066,1.086,40.812,100.0,53.333,1443101400
NWBOW,1.166,4.785,4.44,3.619,0.704116638079,0.108,-0.524,-0.416,0.0243243243243,46.511,6.012,4.202,4.328,58.248,48.237,34.86,1443101400
BNS-PP.TO,1.083,25.221,24.42,24.138,0.260387811634,-0.019,-0.134,-0.153,-0.000778050778051,40.528,24.91,24.68,24.468,33.465,42.046,42.823,1443101400
SPLX,2.931,29.671,26.95,26.74,0.07164790174,-0.002,-0.602,-0.604,-7.42115027829e-05,39.798,30.4,28.206,27.714,80.942,1.967,10.32,1443101400
TEI,0.287,10.072,9.97,9.785,0.644599303136,0.033,-0.084,-0.051,0.00330992978937,48.266,10.281,9.929,9.974,53.341,58.065,56.989,1443101400
VGIT,0.667,65.299,65.2,64.632,0.851574212894,0.024,0.051,0.075,0.000368098159509,56.393,64.787,64.966,65.154,54.74,79.73,86.576,1443101400
BST,0.908,17.101,16.22,16.193,0.0297356828194,-0.006,-0.145,-0.151,-0.000369913686806,40.657,17.178,16.647,16.492,39.448,8.526,13.509,1443101400
BIF,0.392,7.791,7.51,7.399,0.283163265306,0.016,-0.126,-0.11,0.00213049267643,40.358,8.0,7.595,7.518,51.422,26.471,22.549,1443101400
TRTLU,0.007,10.264,10.265,10.257,1.14285714286,0.002,-0.007,-0.006,0.00019483682416,44.153,10.287,10.261,10.263,100.0,100.0,100.0,1443101400
SOHOL,0.578,26.243,25.99,25.665,0.562283737024,0.012,-0.02,-0.007,0.000461716044633,51.872,26.014,25.954,25.962,21.322,73.427,73.427,1443101400
GHC,117.286,682.218,574.08,564.932,0.0779973739406,-4.745,-19.153,-23.899,-0.00826539855072,29.993,666.29,623.575,581.292,13.522,7.405,5.926,1443101400
ZMU.TO,0.284,14.913,14.88,14.629,0.883802816901,0.009,0.024,0.033,0.000604838709677,59.274,14.718,14.771,14.854,94.358,100.0,89.584,1443101400
CHSCO,0.98,28.73,28.29,27.75,0.551020408163,-0.003,-0.053,-0.056,-0.000106044538706,53.339,28.25,28.24,28.074,62.684,57.317,44.716,1443101400
TCRD,1.959,12.856,11.21,10.897,0.15977539561,-0.098,-0.129,-0.227,-0.00874219446922,33.142,11.793,11.877,11.204,23.485,12.5,14.441,1443101400
FULLL,0.924,25.668,25.5,24.744,0.818181818182,0.043,-0.001,0.042,0.0016862745098,58.121,25.355,25.206,25.388,81.1,100.0,100.0,1443101400
MFC-PB.TO,0.923,22.368,21.5,21.445,0.0595882990249,-0.022,-0.021,-0.043,-0.00102325581395,39.233,22.218,21.906,21.82,38.794,7.383,17.155,1443101400
PSF,0.619,23.882,23.44,23.263,0.285945072698,0.012,-0.178,-0.166,0.000511945392491,38.647,24.039,23.573,23.452,39.223,38.095,39.154,1443101400
KYN,4.325,29.898,25.78,25.573,0.0478612716763,-0.137,-0.176,-0.313,-0.00531419705198,38.834,27.89,27.736,26.932,23.217,20.863,29.479,1443101400
ETY,0.399,11.044,10.68,10.645,0.0877192982456,0.004,-0.108,-0.104,0.000374531835206,39.982,11.232,10.845,10.762,47.333,23.636,12.53,1443101400
TPZ,1.921,21.62,20.03,19.699,0.172306090578,0.049,-0.582,-0.533,0.00244633050424,32.186,22.372,20.66,20.308,40.306,16.667,26.118,1443101400
GOF,1.162,19.003,18.14,17.841,0.257314974182,0.004,-0.171,-0.167,0.000220507166483,40.179,18.879,18.422,18.224,30.02,19.492,25.141,1443101400
HYZD,0.5332,23.3336,22.84,22.8004,0.0742685671418,-0.0139,-0.0945,-0.1083,-0.000608581436077,40.5385,23.4097,23.067,22.944,5.6253,20.3704,17.9011,1443101400
VTRB,1.202,25.841,25.42,24.639,0.649750415973,0.008,-0.068,-0.06,0.000314712824548,56.531,25.197,25.24,25.082,47.146,73.196,53.592,1443101400
AIB,0.44,25.432,25.32,24.992,0.745454545455,0.024,-0.001,0.023,0.000947867298578,53.807,25.251,25.212,25.346,47.929,68.75,69.792,1443101400
DHG,0.624,14.077,13.63,13.453,0.283653846154,-0.003,-0.018,-0.022,-0.0002201027146,38.873,13.983,13.765,13.772,79.57,8.696,26.632,1443101400
SIVBO,0.601,26.011,25.84,25.41,0.715474209651,0.033,0.021,0.054,0.00127708978328,54.767,25.694,25.711,25.854,85.239,68.628,82.4,1443101400
TPVG,1.212,12.108,11.02,10.896,0.102310231023,-0.015,-0.282,-0.298,-0.0013611615245,34.883,12.31,11.502,11.148,34.315,14.538,13.79,1443101400
TCCA,0.344,25.277,25.0,24.933,0.19476744186,0.001,-0.066,-0.065,4e-05,42.327,25.305,25.105,25.058,46.045,5.714,24.762,1443101400
DMO,0.928,25.166,25.1,24.238,0.928879310345,0.036,0.074,0.109,0.00143426294821,62.302,24.585,24.702,24.928,57.348,98.75,86.763,1443101400
KF,3.186,37.438,35.21,34.252,0.30069052103,0.058,-0.206,-0.148,0.00164725930133,41.718,37.456,35.845,36.12,49.169,22.5,32.87,1443101400
UNAM,4.706,13.279,10.63,8.573,0.437101572461,-0.042,0.474,0.431,-0.00395108184384,48.413,10.186,10.926,11.288,40.237,31.057,48.458,1443101400
YPRO,0.266,23.123,23.05,22.857,0.725563909774,0.01,-0.023,-0.013,0.000433839479393,53.315,23.032,22.99,23.01,58.478,81.481,74.074,1443101400
BNS,2.762,45.742,43.02,42.98,0.0144822592324,0.022,-0.718,-0.695,0.000511390051139,38.142,46.784,44.361,43.718,40.227,17.533,14.295,1443101400
X.TO,2.428,48.263,46.79,45.835,0.393327841845,0.113,-0.295,-0.182,0.00241504594999,46.18,48.465,47.049,47.122,39.206,46.539,58.59,1443101400
CCZ.TO,0.107,0.391,0.28,0.284,-0.0373831775701,-0.002,-0.01,-0.012,-0.00714285714286,35.85,0.368,0.338,0.328,18.897,0.0,24.242,1443101400
UZB,0.29,25.445,25.46,25.155,1.05172413793,0.028,-0.06,-0.032,0.00109976433621,55.402,25.509,25.3,25.358,41.781,96.875,71.814,1443101400
MARPS,0.802,6.151,5.62,5.349,0.337905236908,0.047,-0.172,-0.125,0.00836298932384,41.813,6.487,5.75,5.74,38.417,2.703,17.117,1443101400
ITT,3.84,37.867,33.93,34.027,-0.0252604166667,-0.183,-0.492,-0.676,-0.0053934571176,37.375,37.339,35.947,34.612,19.036,21.114,10.682,1443101400
GAINP,0.72,25.9805,25.24,25.2605,-0.0284722222222,-0.0306,-0.1113,-0.1419,-0.00121236133122,32.1112,25.8552,25.6205,25.412,38.6887,5.1725,5.9978,1443101400
AEH,0.271,25.382,25.29,25.111,0.660516605166,0.011,-0.032,-0.021,0.000434954527481,49.538,25.36,25.247,25.278,61.809,78.572,77.024,1443101400
FTT,0.162,13.544,13.5,13.382,0.728395061728,0.0,0.005,0.004,0.0,51.82,13.442,13.463,13.484,84.644,40.909,40.303,1443101400
SKOR,0.791,50.854,50.62,50.063,0.70417193426,0.024,0.072,0.096,0.00047412090083,56.071,50.292,50.458,50.71,63.237,58.621,65.134,1443101400
POW-PC.TO,0.433,25.517,25.05,25.084,-0.0785219399538,-0.036,0.025,-0.011,-0.0014371257485,36.191,25.233,25.301,25.226,78.097,2.325,0.775,1443101400
MTS,1.201,17.897,17.46,16.696,0.636136552873,-0.006,0.181,0.175,-0.000343642611684,62.036,16.915,17.297,17.482,38.258,37.143,67.143,1443101400
GDV-PA,0.567,26.041,25.82,25.474,0.610229276896,-0.023,0.025,0.001,-0.000890782339272,54.153,25.627,25.758,25.632,36.526,50.0,30.18,1443101400
CRD-B,0.953,6.635,6.24,5.682,0.585519412382,0.079,-0.226,-0.147,0.0126602564103,45.372,6.989,6.159,6.322,77.444,78.409,79.735,1443101400
CTY,1.208,25.102,24.3,23.894,0.336092715232,-0.002,-0.182,-0.184,-8.2304526749e-05,38.076,24.869,24.498,24.262,20.442,29.545,30.682,1443101400
MICT,0.973,3.114,2.85,2.141,0.728674203494,0.037,0.004,0.041,0.0129824561404,55.38,2.803,2.628,2.802,53.562,49.606,53.281,1443101400
GLADO,0.232,25.634,25.56,25.402,0.681034482759,-0.004,0.021,0.017,-0.000156494522692,52.951,25.471,25.518,25.504,36.485,86.666,68.889,1443101400
MIN,0.094,4.596,4.56,4.502,0.617021276596,0.006,-0.005,0.001,0.00131578947368,51.579,4.575,4.549,4.57,46.083,69.231,81.624,1443101400
EQB.TO,7.736,59.533,55.0,51.797,0.414038262668,0.09,0.664,0.755,0.00163636363636,48.293,55.237,55.665,57.046,56.863,25.926,44.119,1443101400
CTSH,2.956,64.018,61.12,61.062,0.0196211096076,-0.087,-0.33,-0.417,-0.00142342931937,42.857,62.882,62.54,61.976,42.604,16.279,29.992,1443101400
GJP,1.526,22.409,21.05,20.883,0.109436435125,-0.06,-0.217,-0.277,-0.00285035629454,14.829,22.077,21.646,21.166,0.0,0.0,0.0,1443101400
ASFI,0.395,8.943,8.6,8.548,0.13164556962,-0.026,0.019,-0.007,-0.00302325581395,42.741,8.531,8.746,8.698,23.234,42.857,50.9,1443101400
AWF,0.259,11.54,11.31,11.281,0.111969111969,0.009,-0.025,-0.016,0.00079575596817,41.187,11.551,11.411,11.45,64.723,19.445,40.741,1443101400
INB,0.7,10.298,9.63,9.598,0.0457142857143,-0.004,-0.206,-0.209,-0.000415368639668,33.375,10.644,9.948,9.68,55.405,14.493,12.643,1443101400
OSBCP,0.324,10.117,10.08,9.793,0.885802469136,0.017,0.025,0.042,0.00168650793651,58.537,9.939,9.955,10.058,78.045,75.758,72.727,1443101400
NAL.TO,3.473,13.452,10.07,9.979,0.0262021307227,-0.176,-0.296,-0.472,-0.0174776564052,31.566,12.318,11.716,10.456,23.697,3.065,3.026,1443101400
IGR,0.661,7.774,7.41,7.113,0.449319213313,0.033,-0.124,-0.091,0.00445344129555,41.237,7.826,7.444,7.496,55.871,52.632,67.544,1443101400
BT,5.805,68.278,62.85,62.473,0.0649440137812,-0.147,-1.379,-1.526,-0.00233890214797,34.391,69.336,65.376,63.458,32.904,11.818,10.97,1443101400
FT,0.1228,6.0674,5.94,5.9446,-0.0374592833876,0.0102,-0.076,-0.0658,0.00171717171717,31.5149,6.27,6.006,5.99,33.0804,8.3335,33.0806,1443101400
BAC-PL,27.295,1107.752,1104.6,1080.457,0.884520974537,2.338,-4.522,-2.184,0.00211660329531,57.553,1106.944,1094.105,1098.906,70.012,87.823,79.662,1443101400
MGU,1.585,21.35,19.84,19.765,0.0473186119874,0.009,-0.542,-0.533,0.000453629032258,29.236,22.121,20.558,20.036,43.114,12.963,7.087,1443101400
EOI,0.601,12.608,12.12,12.007,0.188019966722,0.011,-0.178,-0.167,0.000907590759076,39.898,12.893,12.308,12.178,30.034,27.273,25.758,1443101400
MWG,0.414,25.62,25.41,25.206,0.492753623188,0.002,-0.049,-0.046,7.87091696183e-05,49.029,25.515,25.413,25.362,60.121,62.5,55.0,1443101400
BNJ,0.193,14.239,14.14,14.046,0.487046632124,0.01,-0.047,-0.038,0.000707213578501,46.615,14.276,14.143,14.136,34.036,60.87,62.802,1443101400
IIM,0.526,15.71,15.47,15.184,0.543726235741,-0.013,0.083,0.071,-0.000840336134454,55.754,15.165,15.447,15.46,47.392,60.938,64.063,1443101400
EAD,0.175,7.846,7.72,7.671,0.28,0.011,-0.065,-0.053,0.00142487046632,42.691,7.996,7.759,7.734,31.946,43.478,46.377,1443101400
AAOI,3.443,21.719,18.64,18.276,0.105721754284,-0.197,-0.132,-0.33,-0.0105686695279,41.173,19.603,19.998,19.116,22.362,9.398,7.429,1443101400
TLI,0.115,10.481,10.39,10.366,0.208695652174,0.019,-0.086,-0.066,0.00182868142445,40.951,10.76,10.424,10.426,44.204,25.0,37.319,1443101400
NBW,0.623,14.737,14.62,14.114,0.812199036918,0.027,0.0,0.026,0.00184678522572,57.883,14.492,14.426,14.508,72.2,79.63,85.034,1443101400
SWH,4.043,116.577,112.85,112.534,0.0781597823398,0.008,-1.061,-1.053,7.08905626938e-05,41.249,117.75,114.556,113.67,34.768,46.142,54.456,1443101400
MXF,1.082,18.211,17.33,17.129,0.185767097967,0.046,-0.252,-0.206,0.00265435660704,39.954,18.817,17.67,17.66,28.128,22.727,22.05,1443101400
JEQ,0.701,7.54,6.88,6.839,0.058487874465,-0.001,-0.185,-0.186,-0.000145348837209,30.998,7.702,7.19,7.008,34.283,11.29,10.569,1443101400
GEB,0.539,25.398,25.45,24.859,1.09647495362,0.042,0.02,0.061,0.00165029469548,63.212,25.098,25.129,25.304,62.727,100.0,100.0,1443101400
DSL,0.558,18.516,18.19,17.958,0.415770609319,0.05,-0.189,-0.139,0.00274876305662,42.906,18.896,18.237,18.306,45.638,62.319,71.498,1443101400
DRA,0.732,16.83,16.32,16.098,0.303278688525,0.019,-0.196,-0.176,0.00116421568627,36.838,17.015,16.464,16.34,65.679,27.119,28.814,1443101400
MIW,0.239,13.237,13.08,12.998,0.34309623431,0.021,-0.106,-0.085,0.00160550458716,38.19,13.434,13.118,13.152,8.784,40.0,60.0,1443101400
FEI,2.023,18.102,16.55,16.079,0.232822540781,-0.065,-0.133,-0.198,-0.00392749244713,43.874,17.291,17.091,16.628,31.223,42.246,17.401,1443101400
LAQ,1.205,17.603,16.39,16.398,-0.00663900414938,0.009,-0.357,-0.348,0.000549115314216,37.649,18.37,17.0,16.676,30.545,30.723,20.908,1443101400
PHD,0.172,11.465,11.34,11.293,0.273255813953,0.001,-0.013,-0.012,8.81834215168e-05,46.465,11.451,11.379,11.368,61.754,25.0,33.333,1443101400
GSV,0.1496,0.4648,0.44,0.3152,0.83422459893,0.0058,0.0092,0.015,0.0131818181818,60.1452,0.3887,0.39,0.43,62.4655,91.6667,85.101,1443101400
ARDC,0.524,14.721,14.21,14.197,0.0248091603053,-0.004,-0.14,-0.145,-0.000281491907108,32.441,14.881,14.459,14.304,28.45,16.071,12.219,1443101400
ISL,1.495,19.183,17.35,17.688,-0.226086956522,-0.112,-0.147,-0.259,-0.0064553314121,26.868,18.768,18.435,17.914,48.973,24.111,18.445,1443101400
FSFR,0.282,9.022,8.94,8.74,0.709219858156,0.023,-0.029,-0.006,0.00257270693512,49.823,9.039,8.881,8.956,58.845,64.706,77.124,1443101400
KMM,0.099,7.576,7.49,7.477,0.131313131313,0.008,-0.052,-0.044,0.00106809078772,39.846,7.723,7.527,7.506,23.936,47.368,49.123,1443101400
AINV,1.064,6.804,5.81,5.74,0.0657894736842,-0.047,-0.165,-0.212,-0.00808950086059,26.017,6.664,6.272,5.85,22.304,17.391,8.324,1443101400
MWO,0.251,25.413,25.41,25.162,0.988047808765,0.013,0.018,0.031,0.000511609602519,59.764,25.246,25.288,25.362,55.119,100.0,87.302,1443101400
NHS,0.442,10.904,10.5,10.462,0.0859728506787,-0.001,-0.095,-0.096,-9.52380952381e-05,34.757,11.012,10.683,10.566,34.18,0.0,10.0,1443101400
HDLV,2.448,25.145,24.49,22.697,0.732434640523,0.175,-0.333,-0.158,0.00714577378522,50.694,25.192,23.921,24.462,76.009,78.445,75.486,1443101400
JTD,0.827,14.561,13.76,13.734,0.0314389359129,0.016,-0.307,-0.291,0.00116279069767,31.588,15.076,14.148,13.944,42.467,17.647,10.83,1443101400
AVK,0.976,14.828,13.94,13.852,0.0901639344262,0.019,-0.312,-0.293,0.00136298421808,30.439,15.288,14.34,14.144,22.531,21.277,18.715,1443101400
SGL,0.328,8.274,7.98,7.946,0.103658536585,-0.019,-0.026,-0.046,-0.00238095238095,38.776,8.165,8.11,7.982,33.18,17.647,11.765,1443101400
GUA,0.53,26.043,25.8,25.513,0.541509433962,-0.019,0.066,0.047,-0.000736434108527,53.517,25.544,25.778,25.766,60.343,19.463,15.213,1443101400
ACP,0.251,13.244,12.99,12.993,-0.0119521912351,0.026,-0.153,-0.127,0.00200153964588,36.675,13.71,13.119,13.094,54.563,3.448,17.199,1443101400
BTZ,0.149,12.285,12.23,12.136,0.630872483221,0.014,-0.058,-0.044,0.0011447260834,45.502,12.406,12.211,12.224,40.822,56.25,51.852,1443101400
SBW,0.219,10.099,9.94,9.88,0.27397260274,0.019,-0.086,-0.067,0.00191146881288,41.619,10.324,9.99,9.998,45.158,31.25,31.106,1443101400
VNO-PI,0.667,25.673,25.2,25.006,0.290854572714,-0.017,-0.053,-0.07,-0.000674603174603,41.32,25.37,25.34,25.19,62.974,18.367,16.327,1443101400
FFC,0.884,18.922,18.49,18.038,0.511312217195,0.021,-0.001,0.02,0.00113574905354,48.525,18.721,18.48,18.644,53.304,23.457,32.387,1443101400
EHI,0.344,9.546,9.2,9.202,-0.00581395348837,0.01,-0.126,-0.116,0.00108695652174,32.309,9.78,9.374,9.29,33.005,17.647,32.073,1443101400
MCI,0.608,16.464,16.29,15.856,0.713815789474,-0.002,0.025,0.024,-0.00012277470841,54.872,16.144,16.16,16.114,51.505,67.242,50.0,1443101400
VVR,0.123,4.311,4.18,4.188,-0.0650406504065,0.002,-0.035,-0.033,0.000478468899522,34.761,4.369,4.25,4.234,45.982,13.333,27.521,1443101400
LCM,0.33,8.604,8.33,8.274,0.169696969697,0.012,-0.072,-0.06,0.00144057623049,36.814,8.788,8.439,8.448,72.201,21.429,27.143,1443101400
WFC-PJ,0.758,28.276,27.78,27.518,0.345646437995,0.009,-0.172,-0.163,0.000323974082073,35.93,28.271,27.897,27.774,31.117,37.5,35.451,1443101400
DNI,1.412,12.791,10.97,11.379,-0.289660056657,-0.055,-0.339,-0.394,-0.00501367365542,21.687,13.095,12.085,11.622,13.444,9.146,5.273,1443101400
PKO,1.705,23.675,23.19,21.97,0.715542521994,0.131,-0.128,0.003,0.00564898663217,55.922,23.346,22.823,23.21,55.345,82.734,91.025,1443101400
ISM,1.42,23.433,23.16,22.013,0.807746478873,0.089,-0.056,0.033,0.00384283246978,53.499,23.194,22.723,23.124,27.535,66.447,60.307,1443101400
CHSCN,1.149,27.385,26.64,26.236,0.351610095735,-0.025,-0.106,-0.132,-0.000938438438438,45.973,26.893,26.811,26.526,40.028,43.678,34.1,1443101400
PSAU,1.412,12.552,12.14,11.14,0.70821529745,0.07,-0.234,-0.164,0.00576606260297,50.953,12.585,11.846,11.958,42.552,67.089,41.35,1443101400
RNP,0.731,17.616,17.27,16.885,0.526675786594,0.038,-0.082,-0.044,0.00220034742328,46.844,17.632,17.251,17.368,53.05,35.484,43.728,1443101400
GHI,0.258,8.073,7.86,7.815,0.174418604651,0.014,-0.049,-0.034,0.00178117048346,40.519,8.18,7.944,7.99,34.089,20.0,33.333,1443101400
EVV,0.755,13.47,12.86,12.715,0.192052980132,-0.004,-0.105,-0.11,-0.000311041990669,38.509,13.357,13.093,12.96,23.247,14.925,25.373,1443101400
ZIV,8.403,42.435,38.99,34.032,0.590027371177,0.548,-1.778,-1.231,0.0140548858682,44.365,44.836,38.233,39.27,64.481,49.943,52.446,1443101400
MZA,0.2428,17.1364,17.05,16.8936,0.644151565074,0.0098,-0.0182,-0.0084,0.000574780058651,50.836,17.0733,17.015,17.05,66.9073,40.5403,59.3094,1443101400
HPI,0.628,19.545,19.39,18.917,0.753184713376,0.044,-0.089,-0.045,0.00226921093347,54.117,19.479,19.231,19.284,52.216,98.214,86.29,1443101400
FAX,0.071,4.542,4.49,4.471,0.267605633803,0.009,-0.048,-0.039,0.00200445434298,38.834,4.671,4.507,4.504,37.622,46.154,48.718,1443101400
EVP,0.324,11.985,11.84,11.661,0.552469135802,-0.002,0.007,0.005,-0.000168918918919,51.819,11.783,11.823,11.82,30.589,56.522,53.623,1443101400
JPI,0.591,22.708,22.19,22.117,0.123519458545,-0.017,0.015,-0.002,-0.000766110860748,43.634,22.335,22.413,22.342,29.326,15.0,36.217,1443101400
FCO,0.296,7.894,7.72,7.598,0.412162162162,0.023,-0.104,-0.08,0.0029792746114,41.417,8.081,7.746,7.748,31.66,62.963,65.035,1443101400
HIO,0.114,4.818,4.72,4.704,0.140350877193,0.006,-0.035,-0.03,0.00127118644068,39.296,4.897,4.761,4.754,50.8,25.0,41.667,1443101400
NUIN,0.256,0.737,0.51,0.481,0.11328125,-0.016,-0.019,-0.034,-0.0313725490196,41.238,0.637,0.609,0.53,2.807,39.286,24.741,1443101400
GDO,0.328,16.402,16.14,16.074,0.201219512195,0.012,-0.121,-0.109,0.000743494423792,37.778,16.622,16.238,16.162,45.668,41.86,45.736,1443101400
MCA,0.356,15.096,14.93,14.74,0.533707865169,-0.003,0.067,0.064,-0.00020093770931,52.502,14.743,14.918,15.002,68.095,46.154,62.051,1443101400
WEA,0.36,12.744,12.45,12.384,0.183333333333,0.001,-0.1,-0.099,8.03212851406e-05,35.849,12.866,12.564,12.474,39.123,28.571,30.952,1443101400
DSX-PB,3.493,24.477,21.12,20.984,0.0389350128829,-0.143,-0.599,-0.742,-0.00677083333333,19.753,24.065,22.73,21.577,11.65,17.846,9.208,1443101400
MULT,0.609,23.23,22.802,22.621,0.297208538588,0.034,-0.305,-0.272,0.00149109727217,28.509,23.815,22.925,22.805,25.418,0.0,0.0,1443101400
EVJ,0.574,12.413,11.98,11.839,0.245644599303,-0.024,-0.032,-0.056,-0.00200333889816,44.737,12.104,12.126,11.99,34.442,13.559,12.429,1443101400
UTF,1.151,19.768,18.82,18.617,0.176368375326,0.035,-0.392,-0.357,0.00185972369819,32.716,20.344,19.193,18.992,37.414,17.895,21.412,1443101400
HPF,0.46,19.225,19.11,18.765,0.75,0.033,-0.075,-0.041,0.00172684458399,53.094,19.248,18.995,19.02,63.682,97.727,74.937,1443101400
GIC.V,0.358,2.317,2.17,1.959,0.58938547486,-0.005,0.021,0.016,-0.00230414746544,52.094,2.049,2.138,2.118,90.611,73.913,85.507,1443101400
CXE,0.206,4.761,4.71,4.555,0.752427184466,0.004,0.014,0.018,0.000849256900212,56.295,4.628,4.658,4.682,58.148,59.091,57.576,1443101400
QQQC,2.0336,20.1103,19.09,18.0767,0.498278914241,0.1764,-0.5561,-0.3796,0.00924044002095,43.6197,21.3055,19.0935,19.356,53.3264,53.5714,57.8231,1443101400
PMO,0.386,11.971,11.88,11.585,0.764248704663,0.018,0.002,0.02,0.00151515151515,55.312,11.806,11.778,11.876,50.741,80.0,86.471,1443101400
IGI,0.876,20.767,20.4,19.891,0.581050228311,0.01,-0.003,0.006,0.000490196078431,51.512,20.414,20.329,20.39,47.274,53.846,54.359,1443101400
