,MFI,timestamp
REI,50.101,1434398340
ROP,55.612,1434398340
ONDK,39.926,1434398340
CPAC,,1434398340
BID,54.546,1434398340
ORN,43.441,1434398340
ROG,64.635,1434398340
FBRC,47.566,1434398340
TSC,48.443,1434398340
TKR,48.015,1434398340
TGS,43.348,1434398340
TTHI,,1434398340
SF,56.232,1434398340
LMCK,35.763,1434398340
APC,48.106,1434398340
BWINB,42.156,1434398340
GHDX,46.832,1434398340
HFWA,41.591,1434398340
BNP.TO,47.793,1434398340
HD,45.764,1434398340
CISG,54.694,1434398340
AVHI,40.923,1434398340
ACE,53.687,1434398340
HCSG,66.403,1434398340
KOPN,47.859,1434398340
WFD,79.579,1434398340
VGN.V,,1434398340
QEC.TO,,1434398340
NXT.V,,1434398340
SRCL,42.427,1434398340
PCYO,28.534,1434398340
UGI,49.751,1434398340
MTN,54.249,1434398340
GTN,50.865,1434398340
IROQ,53.451,1434398340
LOCM,,1434398340
GDX.V,,1434398340
NBTB,58.901,1434398340
GPL,52.358,1434398340
CNQ.TO,49.106,1434398340
IMS,51.907,1434398340
NKSH,65.972,1434398340
ELTK,,1434398340
CAMP,55.714,1434398340
SU.TO,40.677,1434398340
AST,36.651,1434398340
CETV,39.911,1434398340
SBR,26.177,1434398340
LUN.TO,62.836,1434398340
NWS,40.472,1434398340
PFSW,51.969,1434398340
AGU.TO,57.612,1434398340
PZE,60.814,1434398340
CNS,39.718,1434398340
CU.TO,46.869,1434398340
BB.TO,57.956,1434398340
NWX.V,,1434398340
TMST,54.357,1434398340
SPAR,46.353,1434398340
ENVA,49.483,1434398340
HGSH,46.077,1434398340
SRC,46.315,1434398340
ALIM,50.489,1434398340
KEQU,,1434398340
CNXR,52.417,1434398340
LEJU,48.579,1434398340
W,58.663,1434398340
AEHR,,1434398340
SVA.V,,1434398340
NSR,56.107,1434398340
MTGE,48.08,1434398340
DDR,40.003,1434398340
HSE.TO,47.307,1434398340
BFS,47.38,1434398340
PFS,39.781,1434398340
GNCMA,55.309,1434398340
RIO,46.259,1434398340
WMLP,,1434398340
NGS,33.529,1434398340
FI,46.877,1434398340
FSW.V,,1434398340
BSRR,28.015,1434398340
ABX.TO,62.932,1434398340
RCPT,44.646,1434398340
ALU,54.806,1434398340
FRO.TO,,1434398340
VRTV,58.335,1434398340
ALLY,42.348,1434398340
PM,41.572,1434398340
AWH,64.48,1434398340
BRFS,50.724,1434398340
SFE,36.712,1434398340
EPIQ,58.142,1434398340
SAP,50.1,1434398340
MIK,54.422,1434398340
KEP,52.636,1434398340
TRGT,47.456,1434398340
MBTF,,1434398340
GSL,41.475,1434398340
BPI,55.112,1434398340
GBX,54.186,1434398340
RTH.V,,1434398340
ILA.V,,1434398340
III,61.848,1434398340
CMO,58.562,1434398340
MLNK,36.857,1434398340
MHGC,47.54,1434398340
CGG.TO,34.891,1434398340
TAT,42.225,1434398340
EQT,54.191,1434398340
JOB,34.705,1434398340
MEMP,53.172,1434398340
SSP.V,,1434398340
CENT,55.736,1434398340
PNM,46.124,1434398340
SHOR,58.251,1434398340
APOL,53.011,1434398340
BBCN,66.918,1434398340
CAMT,,1434398340
OZM,38.043,1434398340
AHF.TO,,1434398340
CJR-B.TO,48.836,1434398340
WTT,,1434398340
WSTG,32.1046,1434398340
SAM,42.681,1434398340
IMMR,33.687,1434398340
MORN,66.67,1434398340
DISCK,53.171,1434398340
ROL,67.52,1434398340
EOG.V,,1434398340
RAND,,1434398340
CIA,50.745,1434398340
DEI,42.541,1434398340
TRNS,,1434398340
EXA,14.505,1434398340
IEX,56.242,1434398340
MA,55.992,1434398340
BLD.TO,,1434398340
VLP,64.624,1434398340
PXT.TO,52.715,1434398340
NCR,56.131,1434398340
TDJ,26.492,1434398340
CSL,60.384,1434398340
NQ,53.893,1434398340
NNA,55.221,1434398340
RLOC,49.976,1434398340
ERIC,42.336,1434398340
HYD.TO,,1434398340
LPCN,46.259,1434398340
WB.TO,,1434398340
APH,48.447,1434398340
APWC,,1434398340
MOFG,71.144,1434398340
MGA,50.708,1434398340
AVA,52.78,1434398340
GIL,49.993,1434398340
XOOM,52.455,1434398340
CLRB,,1434398340
CAE,,1434398340
BPY-UN.TO,40.51,1434398340
SPLP,,1434398340
AVY,46.45,1434398340
BLT.V,,1434398340
STH.V,,1434398340
HVB,45.058,1434398340
RBX.V,,1434398340
XTLB,,1434398340
INCR,49.458,1434398340
CVE,55.666,1434398340
EV,64.043,1434398340
SW.TO,75.721,1434398340
SHLO,53.887,1434398340
HNT,64.346,1434398340
AAV,69.01,1434398340
DRH,69.956,1434398340
PCMI,,1434398340
RCI-B.TO,67.89,1434398340
ISIL,59.369,1434398340
HDSN,,1434398340
POST,54.292,1434398340
FTS-PJ.TO,,1434398340
PRFT,82.955,1434398340
AVE.V,,1434398340
CSBK,28.626,1434398340
SALE,56.124,1434398340
AA,53.76,1434398340
SPRO,,1434398340
GTY,61.525,1434398340
PNBK,,1434398340
LOJN,25.883,1434398340
ALX,,1434398340
ALV.V,,1434398340
CHGG,43.91,1434398340
FL,56.679,1434398340
INTL,59.026,1434398340
ETM,63.92,1434398340
IESC,,1434398340
PFIE,49.382,1434398340
MVG,61.906,1434398340
VET.TO,40.45,1434398340
ZU,57.832,1434398340
JMEI,48.593,1434398340
RZA,53.637,1434398340
BLT,61.075,1434398340
HLIT,45.379,1434398340
MDI.TO,59.564,1434398340
LTS,44.74,1434398340
MPT.V,,1434398340
WIX,47.144,1434398340
AET,60.559,1434398340
SRLP,34.49,1434398340
GIGA,23.498,1434398340
CSU.TO,26.736,1434398340
EEI,,1434398340
PRGS,55.025,1434398340
INXN,59.158,1434398340
DB,53.516,1434398340
REK.V,,1434398340
NGD,50.78,1434398340
XPL,46.6263,1434398340
BSET,58.03,1434398340
CQM.V,,1434398340
DLPH,46.914,1434398340
REIS,66.896,1434398340
AMSF,52.175,1434398340
SPB.TO,45.923,1434398340
CNHI,43.18,1434398340
VML.V,,1434398340
CYD,69.588,1434398340
AMRC,40.46,1434398340
PWOD,41.821,1434398340
JE.TO,76.996,1434398340
COQ.V,,1434398340
HDRA,,1434398340
DPLO,47.48,1434398340
ATV,57.763,1434398340
LAWS,54.303,1434398340
DIS,52.222,1434398340
T,49.421,1434398340
PNRG,,1434398340
PIP,24.222,1434398340
CCBG,66.03,1434398340
SCYX,,1434398340
OSGB,46.539,1434398340
FSFG,,1434398340
CMG,44.068,1434398340
OFLX,,1434398340
NAME,41.691,1434398340
BOE.V,,1434398340
MMC,49.38,1434398340
CVO,45.057,1434398340
ATHM,52.481,1434398340
DMHI,,1434398340
SIMO,59.575,1434398340
AIXG,18.276,1434398340
TNP,57.562,1434398340
BXC,22.399,1434398340
LIQT,,1434398340
BPE.V,,1434398340
WHLM,,1434398340
MFC.TO,51.237,1434398340
DEC.V,,1434398340
SIF,17.685,1434398340
AON,57.666,1434398340
MFC-PF.TO,,1434398340
EFN.TO,55.201,1434398340
TDC.V,,1434398340
OA-H.V,,1434398340
MDN.TO,,1434398340
TESS,51.579,1434398340
SNMX,54.163,1434398340
GOOG,45.791,1434398340
EXTR,60.61,1434398340
NA.TO,63.534,1434398340
DNG.TO,,1434398340
KEG-UN.TO,,1434398340
ORAN,41.107,1434398340
AN.V,,1434398340
RVSB,,1434398340
RVM,42.929,1434398340
CVRR,44.488,1434398340
CWCO,49.04,1434398340
TUO.V,,1434398340
CAC,31.546,1434398340
LBRDK,49.64,1434398340
BG,37.354,1434398340
CIA.TO,,1434398340
OIL.V,,1434398340
GSM,57.171,1434398340
LMRK,51.129,1434398340
CVLY,,1434398340
WAT,57.144,1434398340
LNCE,62.664,1434398340
MEG.TO,52.113,1434398340
ROIA,,1434398340
MFSF,86.45,1434398340
ENUM,,1434398340
ESXB,66.258,1434398340
KFRC,33.71,1434398340
SIAL,62.471,1434398340
GBNK,52.784,1434398340
WDG.V,,1434398340
TSTS,,1434398340
DPM,56.937,1434398340
LHCG,54.929,1434398340
PTNT,14.185,1434398340
HMC,40.013,1434398340
SHLX,54.971,1434398340
TVK.TO,,1434398340
SGMA,11.577,1434398340
GURE,51.814,1434398340
CCCL,,1434398340
CNBKA,42.972,1434398340
EW,56.504,1434398340
WEYS,61.205,1434398340
MET.TO,,1434398340
KG.V,,1434398340
VUX.V,,1434398340
PGEM,58.796,1434398340
COBZ,37.015,1434398340
ALCO,46.313,1434398340
SKYS,60.723,1434398340
RBA.TO,52.44,1434398340
CVCY,85.094,1434398340
CAZ.TO,,1434398340
AMED,52.174,1434398340
HNSN,54.682,1434398340
MRNS,57.455,1434398340
JOY.TO,,1434398340
ATD-B.TO,53.025,1434398340
CTT,42.214,1434398340
LBAI,49.287,1434398340
CLMT,53.28,1434398340
HF,61.014,1434398340
HTWR,40.704,1434398340
CARO,66.855,1434398340
CRV,,1434398340
NPD,,1434398340
SWY.TO,90.795,1434398340
ABEV,39.998,1434398340
GTI,60.616,1434398340
WVVI,,1434398340
RUTH,47.482,1434398340
GC.TO,87.649,1434398340
MGYR,,1434398340
XLRN,43.848,1434398340
BF-B,52.324,1434398340
CIFC,,1434398340
MPX,18.55,1434398340
MRS.V,,1434398340
FDR.V,,1434398340
XTG.TO,,1434398340
ELLO,,1434398340
CBNK,,1434398340
NPI-PC.TO,,1434398340
RXDX,37.708,1434398340
NAL.TO,49.748,1434398340
STB.TO,61.137,1434398340
UTMD,0.0,1434398340
ESSX,,1434398340
AMNB,34.815,1434398340
NX,65.213,1434398340
GYRO,,1434398340
ACD.TO,,1434398340
DISH,54.743,1434398340
CCJ,50.439,1434398340
DTE,45.459,1434398340
SHW,53.31,1434398340
RNW.TO,34.619,1434398340
ACW,52.004,1434398340
MKTX,65.856,1434398340
ASFI,,1434398340
ICCC,,1434398340
ALV,55.061,1434398340
ALR,42.026,1434398340
EVK,,1434398340
CLDX,51.867,1434398340
GEM.V,,1434398340
GIGM,49.838,1434398340
WDO.TO,,1434398340
IART,46.749,1434398340
TH.TO,,1434398340
FNB,42.211,1434398340
SNX,49.799,1434398340
RWLK,54.045,1434398340
AGM,32.978,1434398340
DST,52.485,1434398340
MMP,62.295,1434398340
MARPS,,1434398340
TST,,1434398340
CHEV,,1434398340
ITT,61.058,1434398340
MCRI,68.773,1434398340
HUBS,46.693,1434398340
T.TO,52.385,1434398340
MSO,67.038,1434398340
TXT,52.418,1434398340
ACFC,38.122,1434398340
MCBK,52.963,1434398340
NATL,73.643,1434398340
MNRK,,1434398340
BSAC,31.197,1434398340
AWX,41.822,1434398340
NRN.V,,1434398340
GRIF,,1434398340
USDP,65.407,1434398340
URRE,66.227,1434398340
BPTH,25.973,1434398340
KOOL,,1434398340
AXL.TO,,1434398340
HTZ,60.638,1434398340
E.TO,,1434398340
FCCO,,1434398340
SOCB,,1434398340
ARTNA,62.855,1434398340
MFC,57.273,1434398340
NTES,66.727,1434398340
TYE.V,,1434398340
TGLS,62.766,1434398340
NEM,52.85,1434398340
BFD.V,,1434398340
MBCN,,1434398340
ECYT,57.597,1434398340
ARKR,,1434398340
IGC,9.078,1434398340
SID,36.778,1434398340
STN,69.876,1434398340
OLP,49.761,1434398340
CTWS,37.639,1434398340
BKH,36.478,1434398340
OSBC,46.601,1434398340
BHB,44.672,1434398340
BUD,45.989,1434398340
PRTS,46.532,1434398340
VII.TO,48.082,1434398340
IGLD,61.916,1434398340
CPHC,,1434398340
AMH,50.314,1434398340
CST.V,,1434398340
VIRC,57.531,1434398340
FNV,50.149,1434398340
FRC.TO,28.853,1434398340
PFIS,71.708,1434398340
ISLE,49.183,1434398340
FLS,51.86,1434398340
EVAR,,1434398340
ITUB,55.005,1434398340
MELI,56.041,1434398340
CNNX,77.083,1434398340
ACTS,57.536,1434398340
XTC.TO,,1434398340
HMTV,70.595,1434398340
GWR.TO,,1434398340
VALE,43.78,1434398340
NPK.TO,,1434398340
SOX.TO,,1434398340
WSFSL,,1434398340
ASBB,36.1224,1434398340
VNRBP,36.732,1434398340
AAU,,1434398340
RNG,63.506,1434398340
KFG.V,,1434398340
SYX,28.02,1434398340
CDB.V,,1434398340
CHU,48.131,1434398340
TIL.V,,1434398340
TRR,32.017,1434398340
CKB.V,,1434398340
LWAY,,1434398340
OBAS,,1434398340
DDS,41.658,1434398340
AUMA,,1434398340
KMDA,,1434398340
TAC,54.038,1434398340
ALDX,60.124,1434398340
EXF.TO,,1434398340
AIN,57.963,1434398340
UR.TO,33.277,1434398340
AAME,51.167,1434398340
FORD,,1434398340
FVE,55.618,1434398340
EOM.TO,,1434398340
FLL,63.271,1434398340
TORM,,1434398340
CJT.TO,,1434398340
FOLD,46.371,1434398340
SVM.TO,,1434398340
METR,60.341,1434398340
CFBK,23.893,1434398340
ACC.TO,,1434398340
BDT.TO,43.777,1434398340
CCU,15.658,1434398340
AAOI,56.929,1434398340
FCTY,37.4374,1434398340
BNCN,52.038,1434398340
REI-UN.TO,43.098,1434398340
PACD,59.608,1434398340
SHI,45.947,1434398340
HTF,,1434398340
HI,60.696,1434398340
XOM,52.636,1434398340
INFY,62.383,1434398340
WYN,50.026,1434398340
AZN,62.538,1434398340
PLMT,56.045,1434398340
VMW,50.9,1434398340
PLG.TO,,1434398340
UGP,49.102,1434398340
KFS,,1434398340
NBZ.TO,70.42,1434398340
CCO,50.809,1434398340
ARCW,48.071,1434398340
CSTM,62.762,1434398340
WAYN,,1434398340
BSF,71.646,1434398340
THGA,46.284,1434398340
GBU.TO,66.114,1434398340
TSE,34.885,1434398340
CZN.TO,32.48,1434398340
BBD,56.712,1434398340
MGCD,,1434398340
SUPN,56.147,1434398340
MEI,46.165,1434398340
CRD-B,52.837,1434398340
OXFD,40.215,1434398340
NMD.V,,1434398340
ZEP,52.969,1434398340
FWM,39.155,1434398340
ESL,54.007,1434398340
TDE,55.4666,1434398340
GSV,,1434398340
OEC.V,,1434398340
AMID,42.973,1434398340
PX.V,,1434398340
LOXO,53.617,1434398340
TVL.V,,1434398340
MOBO,,1434398340
UZB,,1434398340
NSC.V,,1434398340
WOR,55.915,1434398340
BLOX,51.867,1434398340
BRID,,1434398340
JAG.V,,1434398340
JOE,48.592,1434398340
ESCA,56.913,1434398340
GUA,,1434398340
SWA.V,,1434398340
RVX.TO,,1434398340
EAC,27.877,1434398340
HAE,43.626,1434398340
CL.V,,1434398340
UL,50.608,1434398340
WMK,45.8,1434398340
TLK,42.924,1434398340
PSA,52.648,1434398340
COB,48.616,1434398340
CRM,56.951,1434398340
WF,,1434398340
UEX.TO,,1434398340
SOFO,48.8516,1434398340
EOC,49.619,1434398340
PMT.TO,,1434398340
SOG.V,,1434398340
NS,59.665,1434398340
EVBN,,1434398340
PTR,52.805,1434398340
RFT,19.078,1434398340
FFHL,,1434398340
BKMU,72.184,1434398340
IEI.V,,1434398340
CZR,50.185,1434398340
GXI.TO,,1434398340
BAR.TO,,1434398340
SNBC,48.305,1434398340
ICFI,76.269,1434398340
SDX.V,,1434398340
GWRU,92.049,1434398340
DSX-PB,64.5156,1434398340
ESMC,0.0,1434398340
ORL.TO,,1434398340
FNMAH,,1434398340
BTB-UN.TO,,1434398340
CA,41.895,1434398340
KWH-UN.TO,,1434398340
ASBI,,1434398340
UBS,54.119,1434398340
HEP,49.381,1434398340
MTB,57.491,1434398340
ABR,41.212,1434398340
ISCA,50.513,1434398340
ADK.V,,1434398340
WM.TO,,1434398340
FCBC,34.83,1434398340
PLL.V,,1434398340
BUS.V,,1434398340
D,52.969,1434398340
NEFF,93.706,1434398340
NYMT,38.502,1434398340
MBRG,,1434398340
CLGX,38.581,1434398340
ORE.TO,,1434398340
POL,62.968,1434398340
TXN,47.998,1434398340
ROIQ,,1434398340
SGZA,45.967,1434398340
FOX,46.841,1434398340
MGRC,48.333,1434398340
GLBS,,1434398340
HDNG,46.136,1434398340
OPS.V,,1434398340
ELON,16.0998,1434398340
LNC,48.497,1434398340
BLVD,52.031,1434398340
SGA,21.931,1434398340
ING,41.678,1434398340
SGOC,67.25,1434398340
CACQ,49.571,1434398340
SURG,38.961,1434398340
EW.V,,1434398340
BEP,33.826,1434398340
RDS-B,40.291,1434398340
BAM,59.417,1434398340
WPX.TO,,1434398340
DCIX,39.954,1434398340
LVS,50.071,1434398340
BT,48.862,1434398340
YAK.V,,1434398340
CTBI,51.992,1434398340
TML.TO,,1434398340
R,48.814,1434398340
ERIE,50.599,1434398340
CACG,,1434398340
VIDE,,1434398340
IFA.V,,1434398340
III.TO,,1434398340
CRH,61.96,1434398340
IMMA,,1434398340
PWF.TO,54.011,1434398340
TROX,53.849,1434398340
FNJN,25.148,1434398340
APC.V,,1434398340
EGL,56.583,1434398340
RML.V,,1434398340
BWINA,,1434398340
MTD,57.72,1434398340
MMLP,51.417,1434398340
CS,52.322,1434398340
KIQ,,1434398340
OCIP,53.963,1434398340
CCZ.TO,,1434398340
PDP.V,,1434398340
WTE.TO,57.845,1434398340
PVTD,,1434398340
AFH,51.383,1434398340
ARX.TO,34.245,1434398340
NTK,51.302,1434398340
GAM,49.259,1434398340
CIX,,1434398340
CYRN,62.971,1434398340
COTY,52.433,1434398340
CLIR,25.959,1434398340
ARIS,,1434398340
RNDY,61.202,1434398340
GZT,,1434398340
USMD,,1434398340
CBIN,,1434398340
SHG,37.216,1434398340
DIMN,,1434398340
PXX.TO,13.093,1434398340
SWJ,,1434398340
SGU,,1434398340
FCVA,,1434398340
RDS-A,46.913,1434398340
YMI.TO,,1434398340
DVA,46.449,1434398340
SU,41.047,1434398340
SRT,,1434398340
SMP,64.44,1434398340
HALL,34.42,1434398340
ISD.V,,1434398340
ACH,65.483,1434398340
ZX,42.753,1434398340
KUTV,40.728,1434398340
FELP,36.598,1434398340
SAN,53.542,1434398340
VLRS,50.569,1434398340
DDC,46.817,1434398340
BCBP,,1434398340
TII.V,,1434398340
MSCA,55.054,1434398340
TXG.TO,25.098,1434398340
CNI,50.455,1434398340
LACO,,1434398340
TDC,66.427,1434398340
IOG.V,,1434398340
CLAC,60.348,1434398340
NYMTP,43.8184,1434398340
EPAX,3.461,1434398340
SYMC,53.58,1434398340
ASR,51.6,1434398340
VBIV,,1434398340
PJC-A.TO,48.795,1434398340
BEP-UN.TO,45.791,1434398340
IAM.TO,,1434398340
ABRN,,1434398340
MTBC,,1434398340
BOX-UN.TO,,1434398340
RTIX,49.014,1434398340
FHCO,32.788,1434398340
CREG,,1434398340
HPS-A.TO,,1434398340
HCP,45.011,1434398340
LAMR,63.107,1434398340
HTHT,51.674,1434398340
OGD.TO,,1434398340
WGP,62.873,1434398340
AUMAU,,1434398340
VIV,57.329,1434398340
DEG,64.251,1434398340
SONA,,1434398340
ASX,53.526,1434398340
HBM,57.803,1434398340
DBL.V,,1434398340
MLP,,1434398340
ATL,,1434398340
SIFY,,1434398340
EMR.V,,1434398340
AMSGP,,1434398340
FSBK,,1434398340
ABAC,,1434398340
RUSHB,64.123,1434398340
CLX,59.95,1434398340
CPPL,60.802,1434398340
GT,52.822,1434398340
LQ,20.45,1434398340
RMK.V,,1434398340
PZN,54.647,1434398340
TRA.V,,1434398340
SALM,71.096,1434398340
NVO,41.472,1434398340
XME.V,,1434398340
ENG,,1434398340
TCI,,1434398340
CLWT,,1434398340
BNS,47.798,1434398340
SGN.V,,1434398340
STRN,,1434398340
ATP.TO,74.26,1434398340
SCW-UN.TO,,1434398340
WES,53.397,1434398340
LXU,58.77,1434398340
PMBC,,1434398340
MZOR,42.258,1434398340
RY,51.215,1434398340
ZBK,,1434398340
GSS,,1434398340
OMM.V,,1434398340
PHI,43.682,1434398340
BELFA,,1434398340
CORE,57.642,1434398340
IVN.TO,85.987,1434398340
MLN.V,,1434398340
CPHR,,1434398340
VNRAP,65.75,1434398340
HELI,55.759,1434398340
WIT,41.785,1434398340
PGD.TO,,1434398340
VSLR,58.127,1434398340
BCA,64.849,1434398340
AEZ.TO,,1434398340
BGCA,,1434398340
XOP.V,,1434398340
MTY.TO,,1434398340
IND,,1434398340
CCL-B.TO,51.105,1434398340
HSEA,35.835,1434398340
EPAM,50.263,1434398340
ICP.TO,,1434398340
AVP,57.674,1434398340
BPO-PH.TO,,1434398340
AB,62.145,1434398340
BXE,70.925,1434398340
TNH,55.116,1434398340
W-PH.TO,,1434398340
HTBX,,1434398340
HSEB,44.038,1434398340
AER,49.15,1434398340
NWLI,,1434398340
PAY,56.263,1434398340
WBK,51.701,1434398340
CTSH,45.144,1434398340
WSBF,56.664,1434398340
FE,48.877,1434398340
BYL.TO,,1434398340
SLF-PE.TO,,1434398340
TWI,47.083,1434398340
RY-PB.TO,,1434398340
DMRC,63.546,1434398340
GSIT,,1434398340
SMSI,44.747,1434398340
FAC,16.161,1434398340
MOS,51.557,1434398340
SMI,37.835,1434398340
UBSI,52.237,1434398340
DXPE,50.471,1434398340
RNET,43.213,1434398340
CPSH,,1434398340
VRTX,55.299,1434398340
MVO,39.975,1434398340
ININ,52.283,1434398340
SIX,59.376,1434398340
CLMS,58.135,1434398340
PTX,58.674,1434398340
DNOW,55.287,1434398340
TAP,44.293,1434398340
CMA,50.591,1434398340
AVL,,1434398340
CIE,43.702,1434398340
MATX,42.299,1434398340
ICAD,37.937,1434398340
NWE,46.747,1434398340
WOOF,64.024,1434398340
DRE,41.236,1434398340
DCT,46.215,1434398340
OPHT,43.266,1434398340
OMI,43.766,1434398340
MDP,55.051,1434398340
Q-A.V,,1434398340
BPL,49.16,1434398340
CHT,57.187,1434398340
MAA.TO,,1434398340
ASMI,,1434398340
BCH,21.182,1434398340
AFM,86.933,1434398340
BRB.TO,,1434398340
CNQ,44.705,1434398340
OMAB,68.569,1434398340
OXC.TO,,1434398340
TEF,50.28,1434398340
ISTR,,1434398340
EBMT,,1434398340
IDI.V,,1434398340
SMFG,36.491,1434398340
CRWS,19.487,1434398340
ABGB,45.233,1434398340
NFK.V,,1434398340
LPSN,60.269,1434398340
BJRI,44.736,1434398340
IRG,53.176,1434398340
RDI,34.556,1434398340
BMRN,53.549,1434398340
OLN,61.261,1434398340
COLB,59.473,1434398340
UTEK,47.664,1434398340
NEWP,29.918,1434398340
SLG,15.305,1434398340
ROVI,43.145,1434398340
CASH,50.527,1434398340
SUSQ,62.737,1434398340
PZZA,44.647,1434398340
RECN,45.999,1434398340
XON,49.53,1434398340
CPK,60.541,1434398340
CMTL,57.834,1434398340
CVGW,53.539,1434398340
BCO,51.37,1434398340
YHOO,51.886,1434398340
DEL,47.994,1434398340
SCG,44.074,1434398340
APA,50.233,1434398340
ARAY,52.315,1434398340
AZO,47.382,1434398340
COL,48.601,1434398340
ANGO,52.537,1434398340
NSC,51.226,1434398340
CYTK,53.964,1434398340
AGI,48.423,1434398340
SPW,56.784,1434398340
ABTL,52.537,1434398340
SBAC,55.62,1434398340
DLX,43.65,1434398340
WD,42.212,1434398340
TIK,,1434398340
MXIM,55.986,1434398340
JKHY,51.814,1434398340
GIL.TO,49.831,1434398340
BCE-PA.TO,,1434398340
ISG,73.596,1434398340
VTR,46.245,1434398340
HTGY,,1434398340
ECP.TO,,1434398340
GTD-H.V,,1434398340
DVT.V,,1434398340
GVG.V,,1434398340
KNX.V,,1434398340
STRS,,1434398340
KOF,51.414,1434398340
CDC.V,,1434398340
IKNX,,1434398340
MICT,,1434398340
WEL.V,,1434398340
FICO,43.577,1434398340
ARL.TO,,1434398340
AMBC,40.784,1434398340
CTN.V,,1434398340
IGT,47.916,1434398340
UCBA,,1434398340
PNR,47.442,1434398340
CBA.V,,1434398340
LFUS,67.754,1434398340
PUR.TO,,1434398340
PPL,41.074,1434398340
ENR,53.638,1434398340
FUR,57.726,1434398340
SJM,58.845,1434398340
SGY,51.295,1434398340
HES,46.822,1434398340
SPSC,31.87,1434398340
HRG,46.43,1434398340
MINI,56.346,1434398340
EPAY,56.324,1434398340
TNET,42.508,1434398340
DIT,,1434398340
GOM.V,,1434398340
FSS,63.726,1434398340
ATV.V,,1434398340
BOSC,,1434398340
MTL,30.374,1434398340
NCE.V,,1434398340
RYAAY,41.953,1434398340
MCPI,,1434398340
PWB.TO,,1434398340
TI-A,,1434398340
TAN.V,,1434398340
NSAM,34.063,1434398340
USG,43.534,1434398340
AGNCB,,1434398340
MITL,43.56,1434398340
SYT,53.589,1434398340
RPC.V,,1434398340
AMOV,,1434398340
ELRC,61.935,1434398340
AUV.V,,1434398340
STNR,58.008,1434398340
NPS.TO,,1434398340
TENX,,1434398340
NTY.V,,1434398340
UNB,,1434398340
EV.V,,1434398340
LA.V,,1434398340
MAYS,,1434398340
QIC.V,,1434398340
VEND,,1434398340
CFO.V,,1434398340
FSBW,,1434398340
MARK,58.744,1434398340
ESDI,,1434398340
LEX.TO,,1434398340
CTC.TO,,1434398340
VASC,47.773,1434398340
KAS.V,,1434398340
WCM-A.TO,,1434398340
NER.V,,1434398340
VIAB,51.123,1434398340
WP.V,,1434398340
COCP,,1434398340
SMP.V,,1434398340
STAF,,1434398340
MHY-UN.TO,,1434398340
NWN.V,,1434398340
XI.V,,1434398340
WMR.V,,1434398340
SHM.V,,1434398340
VBI.V,,1434398340
GOI-H.V,,1434398340
FER.TO,,1434398340
SPPRO,,1434398340
SNG.V,,1434398340
ELGX,44.467,1434398340
NSP.V,,1434398340
SPA.V,,1434398340
REMY,57.958,1434398340
ANG.V,,1434398340
GOODN,0.0,1434398340
RJD,67.363,1434398340
OPW.V,,1434398340
CFY.V,,1434398340
IIJI,,1434398340
WFC.TO,,1434398340
AFQ,,1434398340
AEM.TO,53.149,1434398340
MTGEP,53.531,1434398340
SCLN,49.056,1434398340
CHA,45.248,1434398340
NEON,43.353,1434398340
MFO,69.859,1434398340
LFC,57.09,1434398340
UFS.TO,,1434398340
FFM.V,,1434398340
BGI,,1434398340
CESX,,1434398340
CELP,51.377,1434398340
VALE-P,38.207,1434398340
WPPGY,49.916,1434398340
TRF,74.7627,1434398340
SAGE,45.536,1434398340
IRR,65.096,1434398340
UUUU,,1434398340
SIXD,59.578,1434398340
BBVA,49.307,1434398340
SRSC,42.763,1434398340
SPPRP,,1434398340
CH,,1434398340
WBB,,1434398340
LMLP,,1434398340
JBR,,1434398340
CHI,46.268,1434398340
DPS,52.657,1434398340
ARES,43.021,1434398340
FNFV,48.859,1434398340
OEE.V,,1434398340
PHF,,1434398340
PSCE,,1434398340
WRR.V,,1434398340
VLYWW,,1434398340
NOM,,1434398340
ICLN,,1434398340
SWH.TO,,1434398340
TRGP,54.316,1434398340
MFD,,1434398340
FSC,33.925,1434398340
CTU-A.TO,,1434398340
EMO.V,,1434398340
ADRE,,1434398340
CEE,71.429,1434398340
FFNM,37.86,1434398340
CWX.TO,,1434398340
SOXX,46.634,1434398340
PSCM,,1434398340
MBNC,,1434398340
GENC,,1434398340
INDY,49.05,1434398340
FVL.TO,,1434398340
PWEB,,1434398340
GAI,,1434398340
NECB,17.571,1434398340
FBMS,39.264,1434398340
TDIV,,1434398340
BLU.TO,,1434398340
IIF,21.812,1434398340
YCM-PA.TO,,1434398340
CRESY,45.587,1434398340
ICL,47.299,1434398340
TU,54.639,1434398340
TWR.V,,1434398340
FVRG,,1434398340
KUB.V,,1434398340
PCR.V,,1434398340
FAR.TO,,1434398340
VUZI,67.797,1434398340
BCYP,,1434398340
VWR,48.444,1434398340
GJB.V,,1434398340
PTBI,41.837,1434398340
LION,61.881,1434398340
MOKO,,1434398340
ITRN,,1434398340
MC.V,,1434398340
CPGI,,1434398340
ATE,70.737,1434398340
CLH.V,,1434398340
DNBF,,1434398340
MMAC,,1434398340
HUB-B,56.733,1434398340
BTV.V,,1434398340
CVG.TO,,1434398340
XGTIW,,1434398340
FCE-B,,1434398340
XBC.V,,1434398340
PIH.TO,,1434398340
KIN,37.868,1434398340
FEIM,,1434398340
RFP.TO,,1434398340
ATLO,74.548,1434398340
GNBC,43.74,1434398340
CQH,61.177,1434398340
