Ticker,Name,StockExchange,EPS,PE,ShortR,BookValue,Divdend,MktCap,AvgVol,YearHigh,YearLow,PreviousClose
NRT,North European Oil Royality Tru,NYQ,1.43,6.93,1.24,0.01,1.44,91.07M,21431,19.21,8.70,9.91
JPEP,JP Energy Partners LP Common un,NYQ,0.16,48.77,2.84,15.84,1.30,289.27M,57688,18.34,5.25,7.90
EPD,Enterprise Products Partners L.,NYQ,1.302,20.468,2.780,10.058,1.540,53.32B,4757330,40.120,22.010,26.649
ETP,Energy Transfer Partners L.P.,NYQ,0.80,55.29,2.15,41.21,4.14,22.53B,3405010,69.66,36.84,44.18
ENLK,EnLink Midstream Partners LP C,NYQ,0.518,32.730,4.780,17.836,1.560,5.56B,662506,30.860,14.770,16.954
STNG,Scorpio Tankers Inc. Common Sha,NYQ,0.61,15.33,4.76,8.66,0.50,1.52B,2173160,11.64,7.64,9.35
ARCX,Arc Logistic Partners LP Common,NYQ,-0.14,None,3.39,16.01,1.70,310.47M,10302,24.70,12.99,16.13
CLB,Core Laboratories N.V. Common S,NYQ,3.82,30.15,8.41,-0.29,2.20,4.88B,680302,143.15,87.27,115.24
PAGP,Plains Group Holdings L.P. Cla,NYQ,0.50,31.74,2.56,8.03,0.92,3.56B,2419860,29.87,15.51,15.87
CHSCM,CHS Inc,NMS,None,None,0.00,0.00,1.69,None,28045,26.95,24.32,26.87
RRMS,Rose Rock Midstream L.P. Commo,NYQ,1.65,16.04,3.42,7.09,2.60,975.30M,132028,56.94,21.53,26.51
MCF,Contango Oil & Gas Company Comm,ASE,-2.87,None,4.05,27.39,0.00,147.98M,172668,38.96,6.60,7.62
TGP,Teekay LNG Partners L.P.,NYQ,2.70,9.23,2.16,18.94,2.80,1.96B,311512,43.66,22.03,24.92
TK,Teekay Corporation Common Stock,NYQ,0.62,51.53,3.02,15.33,2.20,2.32B,578986,59.55,28.36,31.90
ERF,Enerplus Corporation Common Sto,NYQ,-1.44,None,3.65,6.25,0.46,969.25M,1793120,16.35,4.46,4.70
TGC,Tengasco Inc. Common Stock,ASE,-0.04,None,0.29,0.52,None,13.39M,72877,0.58,0.15,0.22
FRO,Frontline Ltd. Ordinary Shares,NYQ,-0.20,None,9.60,1.09,0.00,609.01M,1613350,5.05,1.19,3.07
TSO,Tesoro Corporation Common Stock,NYQ,9.92,10.58,3.10,38.63,2.00,13.13B,2570860,110.74,64.16,104.89
PVA,Penn Virginia Corporation Commo,NYQ,-6.8370,None,5.7000,7.3390,0.0000,49.90M,3388240,9.6300,0.3400,0.6991
PDCE,PDC Energy Inc.,NMS,4.12,14.36,7.56,33.39,None,2.33B,1100790,61.55,27.91,59.12
DHT,DHT Holdings Inc.,NYQ,0.747,10.395,2.850,7.597,0.600,720.98M,1564380,9.310,5.710,7.765
MPC,Marathon Petroleum Corporation,NYQ,5.74,8.64,2.44,21.68,1.28,26.58B,5507650,60.38,37.62,49.58
CLR,Continental Resources Inc. Com,NYQ,1.39,23.84,4.14,13.14,None,12.28B,4671940,58.48,22.56,33.23
NOG,Northern Oil and Gas Inc. Comm,ASE,-5.26,None,10.87,4.84,None,289.94M,1680690,12.35,4.05,4.78
SEMG,Semgroup Corporation Class A Co,NYQ,1.33,34.31,4.56,26.72,1.44,2.04B,537015,86.99,41.44,45.70
PBFX,PBF Logistics LP Common Units r,NYQ,1.85,11.00,5.76,-5.82,1.48,699.58M,71923,26.06,16.25,20.38
EOG,EOG Resources Inc. Common Stoc,NYQ,2.54,33.35,2.77,31.74,0.67,46.52B,5314590,103.04,68.15,84.71
TNK,Teekay Tankers Ltd.,NYQ,1.070,7.061,2.760,4.845,0.120,908.87M,1928450,8.530,3.830,7.555
AE,Adams Resources & Energy Inc.,ASE,1.10,41.84,13.29,38.67,0.88,193.39M,4803,73.28,38.58,45.86
ETE,Energy Transfer Equity L.P. En,NYQ,0.76,27.41,2.38,0.47,1.06,22.48B,8847270,35.44,18.62,20.89
EURN,Euronav NV Ordinary Shares,NYQ,1.04,14.25,2.62,11.50,0.00,2.36B,858542,16.64,10.34,14.86
WLKP,Westlake Chemical Partners LP C,NYQ,3.55,4.86,0.23,12.34,1.16,467.58M,141257,30.85,14.05,17.28
WNR,Western Refining Inc. Western R,NYQ,5.71,7.24,3.54,13.35,1.52,3.95B,1479560,51.31,31.83,41.33
PBF,PBF Energy Inc. Class A Common,NYQ,1.01,31.49,3.08,16.63,1.20,2.74B,2050860,36.80,22.89,31.90
ENLC,EnLink Midstream LLC Common Un,NYQ,0.52,37.67,2.72,16.71,1.02,3.21B,305591,39.23,17.22,19.55
PSX,Phillips 66 Common Stock,NYQ,7.77,10.91,3.78,41.64,2.24,45.58B,4055280,85.33,57.33,84.78
NGL,NGL ENERGY PARTNERS LP Common U,NYQ,-0.41,None,1.25,19.74,2.53,1.96B,462048,40.58,16.96,18.23
