Ticker,Name,StockExchange,EPS,PE,ShortR,BookValue,Divdend,MktCap,AvgVol,YearHigh,YearLow,PreviousClose
SEDG,SolarEdge Technologies Inc.,NMS,1.18,21.42,4.10,5.26,None,1.02B,1193410,43.00,15.02,25.38
QCLSY,GLOBAL PVQ SE,PNK,-3.51,None,0.00,0.00,None,42.32M,None,0.12,0.12,0.12
LIFE,aTyr Pharma Inc.,NMS,-3.70,None,5.70,5.46,None,102.63M,127351,28.29,3.50,4.34
CSIQ,Canadian Solar Inc.,NMS,3.16,6.26,2.13,13.68,None,1.11B,2420390,40.08,14.16,19.78
HASI,Hannon Armstrong Sustainable In,NYQ,0.21,84.57,5.29,10.81,1.20,650.32M,218397,21.52,15.46,17.59
RGSE,Real Goods Solar Inc.,NCM,-3.9830,None,5.7500,0.2410,None,5.71M,180403,16.8000,0.4000,0.4646
AMAT,Applied Materials Inc.,NMS,1.09,16.85,1.04,6.26,0.40,21.06B,15006700,25.64,14.25,18.38
TERP,TerraForm Power Inc.,NMS,-0.79,None,5.37,15.23,1.40,1.01B,4811360,42.66,6.73,8.09
SCTY,SolarCity Corporation,NMS,-0.60,None,6.75,8.98,None,1.84B,5206100,63.79,16.31,18.82
AEIS,Advanced Energy Industries Inc,NMS,-3.86,None,2.61,6.53,None,1.20B,337625,30.04,21.12,29.88
ASYS,Amtech Systems Inc.,NMS,-0.52,None,6.54,5.21,None,67.15M,50998,12.93,4.12,5.10
ORBK,Orbotech Ltd.,NMS,1.31,15.83,0.45,13.27,0.00,888.75M,293282,22.67,14.70,20.74
ASTI,Ascent Solar Technologies Inc.,NCM,-1.0350,None,0.4300,-0.0010,None,8.16M,12430600,1.7000,0.0600,0.0876
FSLR,First Solar Inc.,NMS,5.67,11.07,2.17,53.40,None,6.33B,2474780,72.12,40.25,62.76
NEP,NextEra Energy Partners LP Com,NYQ,0.44,62.39,3.56,30.36,1.23,838.13M,243305,48.23,19.34,27.39
EMKR,EMCORE Corporation,NGM,0.28,19.56,2.25,5.32,None,139.38M,287613,8.52,4.96,5.38
SPWR,SunPower Corporation,NMS,-1.39,None,5.60,10.60,None,2.89B,2164820,35.11,18.25,21.14
EE,El Paso Electric Company Common,NYQ,2.12,19.22,3.46,25.25,1.18,1.65B,249502,43.40,33.77,40.71
AXTI,AXT Inc,NMS,-0.05,None,1.30,4.08,None,82.68M,53003,2.97,1.90,2.59
DYNT,Dynatronics Corporation,NCM,-2.12,None,0.10,1.48,None,8.03M,3893,4.44,2.56,2.93
NRG,NRG Energy Inc. Common Stock,NYQ,-0.04,None,3.07,28.85,0.58,3.14B,8428260,26.93,8.80,10.01
IVAC,Intevac Inc.,NMS,-0.41,None,8.14,3.62,None,90.55M,34764,7.08,4.12,4.31
JE,Just Energy Group Inc. Ordinar,NYQ,-0.12,None,18.58,-3.30,0.36,861.84M,166897,7.54,4.61,5.86
ORCL,Oracle Corporation Common Stock,NYQ,2.07,17.73,2.04,10.91,0.60,154.52B,17346700,45.24,33.13,36.78
AOS,A.O. Smith Corporation Common S,NYQ,3.16,21.79,2.62,16.40,0.96,6.04B,889100,81.15,50.09,68.85
CPN,Calpine Corporation Common Stoc,NYQ,0.64,19.08,3.29,8.72,None,4.35B,5323240,23.51,11.53,12.21
DQ,DAQO New Energy Corp. American,NYQ,0.70,23.61,3.89,22.37,None,173.38M,54920,31.79,11.30,16.50
PEG,Public Service Enterprise Group,NYQ,3.32,12.93,4.34,0.00,1.64,None,3144600,44.18,36.80,42.97
SQM,Sociedad Quimica y Minera S.A.,NYQ,0.71,24.12,3.88,8.81,0.63,4.51B,460570,26.24,12.65,17.15
IESC,Integrated Electrical Services,NGM,0.887,14.121,0.200,5.047,None,266.39M,70377,13.100,6.280,12.525
PFIE,Profire Energy Inc.,NCM,0.001,781.000,6.300,0.839,None,41.59M,58318,2.200,0.650,0.781
AMRC,Ameresco Inc. Class A Common S,NYQ,0.22,21.56,7.27,6.18,None,218.63M,69623,7.98,4.14,4.70
SKYS,Sky Solar Holdings Ltd.,NCM,-1.324,None,2.130,3.379,None,118.56M,24767,12.150,3.075,3.251
ELLO,Ellomay Capital Ltd Ordinary Sh,ASE,0.88,8.82,0.12,9.03,None,83.60M,3759,10.27,7.34,7.76
NX,Quanex Building Products Corpor,NYQ,0.47,34.90,3.59,11.74,0.16,555.88M,220934,21.93,16.08,16.51
TGLS,Tecnoglass Inc.,NCM,0.68,16.57,7.17,2.39,None,299.98M,27185,15.95,8.51,11.25
VSLR,Vivint Solar Inc. Common Stock,NYQ,0.18,31.47,18.39,4.97,None,616.85M,346579,16.00,5.43,5.79
ABGB,Abengoa S.A.,NMS,-0.12,None,3.65,0.61,0.61,1.57B,96459,19.25,0.67,0.86
NEWP,Newport Corporation,NMS,0.76,19.75,3.00,9.22,0.00,579.03M,169825,20.85,13.18,15.01
SLRA,Solar Capital Ltd. 6.75% Senior,NYQ,None,None,0.00,0.00,None,None,8875,25.75,22.00,23.37
EIX,Edison International Common Sto,NYQ,4.61,13.63,1.62,35.60,1.92,20.49B,2368040,66.29,55.18,62.89
