Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,Title,FutP
ADMA,-1.85,0.201234857,0.003716513,-0.019386107,-0.067588326,,-0.030050083
ADMP,-1.36,0.173168441,0.009136397,-0.01754386,-0.08496732,,-0.074074074
ADMS,-2.82,0.32045843,0.005280117,0.00068918,-0.099814011,,-0.011724138
ADP,3.25,0.821629587,0.002851433,-0.000571102,-0.00193909,,-0.008012821
ADPT,6.57,1.187913607,0.05792408,-0.020758123,-0.176574753,,-0.051101884
ADRO,-0.36,0.593005837,0.009128832,0.012765957,-0.103240392,3,-0.085714286
ADS,9.46,0.923489778,0.01266614,-0.009039658,-0.038343631,2,-0.008953471
ADSK,-1.55,0.968326204,0.009888538,-0.009851533,0.017248753,3,-0.00898624
ADTN,0.67,0.808125997,0.004481595,-0.018229167,0.000530786,,-0.045212766
ADUS,0.81,0.312272376,0.002406037,-0.014248219,0.01076509,,-0.027692308
ADV.TO,-0.03,22.882782,0.046622521,-0.171052632,1.25,1,0.368421053
ADX,-0.1,0.778709131,0.001184373,-0.001539646,-0.003074558,,-0.006933744
ADXS,-1.91,0.561195933,0.022085312,-0.049773756,-0.195402299,,-0.059737157
ADZ.V,-0.019,0.208969506,0.000746935,0.083333333,-0.226190476,,0.083333333
AE,-0.92,0.807052752,0.001509383,0.009473684,0.033405172,,-0.004048583
AEE,2.57,0.870129,0.005316553,0.011344884,0.00040808,,-0.003068112
AEG,-0.74,3.949071239,0.004777739,0.021028037,0.087064677,1,0.006849315
AEGN,-0.52,0.537051318,0.003102719,-0.005777311,0.0096,,-0.003194888
AEGR,-5.44,0.378849323,0.013608739,-0.033653846,-0.110619469,,-0.054726368
AEHR,-0.6,3.565580057,0.026156289,-0.015873016,0.139705882,,0.088737201
AEIS,2.61,0.67697903,0.004872684,-0.001468429,0.025641026,,-0.015189347
AEK,-0.74,1.355670103,2.56E-05,0.00479351,0.016411787,,-0.004429679
AEL,1.23,0.542597739,0.003641341,-0.021312395,-0.020763187,,0.014565826
AEM.TO,0.14,1.098144028,0.003314854,0.019704433,-0.009273108,4,-0.005498702
AEM,0.14,0.885487959,0.007550106,0.018902815,-0.021507498,6,-0.002250409
AEMD,-0.76,0.155641583,0.00102337,0.030973451,-0.035196687,,-0.034907598
AEN.V,-0.02,0.01410481,3.68E-05,0,0,,#N/A
AEO,1.26,1.2444031,0.035462086,0.021804967,-0.054372197,,-0.007038123
AEP,4.05,1.011263184,0.005156574,0.010187838,-0.007972487,3,-0.001895435
AEPI,7.52,0.210616579,0.008352013,-0.009337483,0.01107279,,0.000917011
AER,5.16,0.454637315,0.004885454,0.002210759,0.036848793,,-0.010880077
AERI,-3.17,0.417770339,0.02922025,-0.032113935,0.00990676,,-0.032839291
AES,-0.4,0.633555079,0.004824448,0.000832639,-0.02829426,,-0.015
AET,6.82,1.042695304,0.005830128,-0.003925767,-0.019497629,6,-0.003237701
AETI,-0.79,0.124743049,0.001339141,0.011627907,-0.131042749,,-0.04995
AEUA,-10.25,1.017951525,6.39E-05,-0.006630087,0.069406842,2,-0.010829493
AEY,0.07,0.941333188,0.003791721,-0.021390374,0.011049724,,0.005376344
AEZ.TO,-4.95,5.334131428,0.014630329,-0.0453125,0.246938776,,-0.019417476
AEZS,-4.95,1.715330588,0.051297535,-0.048117155,0.22311828,,-0.023195876
AF,0.65,0.760817556,0.003517757,0.017397356,-0.007467753,,-0.020053476
AFA,3.91,1.722008504,0.000271929,0.00311284,0.003503309,,-0.000777001
AFAM,1.9,0.400170622,0.003271764,-0.006038647,0.101150656,,-0.010012516
AFCO,-0.77,0.259442454,0.003231998,-0.006640106,0.016304348,,-0.002702703
AFG,3.91,1.270489715,0.00470278,0.00200857,-0.004125632,1,-0.004523683
AFGE,3.91,0.814855876,0.00015275,-0.005221932,-0.019124678,,-0.006772009
AFH,1.42,0.336856324,0.001799162,0,0.019127316,,-0.00814427
AFL,6.08,0.796376891,0.003245936,-0.005142857,-0.029137042,1,0.000570044
AFMD,-1.03,0.915149946,0.008902181,0,-0.194756554,,-0.066666667
AFSD,6.08,0.911389154,6.14E-05,0.013227513,0.013993949,1,-0.003021148
AFSI,2.79,0.422705419,0.00271329,0.001525553,-0.017215569,,0.00307574
AFSS,2.79,1.478349606,0.000258385,0.006158584,0.003840246,,-0.006163328
AFW,3.91,0.792282905,0.000153294,0.007262997,0.010352761,,0.003433804
AG,-0.72,0.568654493,0.024090938,0.018404908,-0.18387414,2,-0.037267081
AGCO,2.22,1.972850038,0.024752946,0.001161665,0.052085453,1,-0.017095697
AGEN,-1.04,0.8464385,0.013889465,-0.023423423,-0.17754173,,-0.134
AGF-B.TO,0.44,1.127933443,0.001579801,0.005769231,0.043912176,,-0.005825243
AGFS,-0.75,0.211340245,0.00104417,-0.026209677,-0.107208872,,0
AGI.TO,-0.37,1.194184623,0.003910529,0.01991342,0.110273327,,-0.067256637
AGI,-0.37,0.923073869,0.006906047,0.017321016,0.094409938,1,-0.06855792
AGII,4.33,0.45859256,0.001862962,0.000894454,-0.009734513,,-0.01170117
AGIN,-0.005,0.135785705,8.22E-05,-0.052631579,0.125,,-0.204918033
AGIO,-4.24,0.46748859,0.011494152,-0.002252713,-0.021686747,,-0.022465088
AGL.V,-0.026,7.000902601,0.021290612,0,-0.391891892,,#N/A
AGM-A,4.15,0.083892617,1.07E-05,0,-0.007565932,,0
AGM,4.15,0.570443097,0.003560102,0.00023663,0.036029412,,-0.00310856
AGN-PA,10.5,1.320497925,0.000151828,-0.008864361,-0.03003979,,-0.003540373
AGN,10.5,0.550318842,0.004950094,0.000488498,-0.046552965,4,-0.00614653
AGNCB,-2.893,1.709868643,7.71E-05,0.002111324,0.003305277,,-0.001558846
AGNCP,-2.89,0.825385694,2.50E-05,0.005802708,-0.003067485,,0
AGO,5.45,0.852788711,0.004761444,0.002331779,0.069676502,,-0.008592201
AGR,1.64,3.380684949,0.022531894,0.004445607,-0.066585662,8,0.001304121
AGRO,0.1,0.613631108,0.003339667,0.00619469,0.021563342,,-0.00714924
AGRX,-1.16,6.173005517,0.028832158,0.028776978,-0.011065007,,0.033829499
AGT.TO,1.54,2.97065538,0.008946254,-0.005806281,-0.001590246,,-0.001592779
AGTC,-0.08,0.495795759,0.008917005,-0.024096386,-0.158004158,,-0.0625
AGU.TO,6.22,0.803643332,0.001980559,-0.001694505,0.033324981,,-0.007322509
AGU,6.22,0.738464643,0.003816511,-0.003546099,0.019234997,2,-0.011440678
AGX,3.26,0.669433182,0.010615054,-0.011565836,-0.00750402,1,-0.006306306
AGYS,-0.26,0.32771731,0.000730779,-0.027000964,-0.063138347,,-0.011201629
AHC,-0.84,0.649195723,0.001560313,-0.014492754,-0.025787966,,-0.044776119
AHF.TO,-0.171,0.036660587,0.000192898,0,0,,0.045454545
AHGP,2.69,1.532358627,0.006312472,0.004693141,0.067510549,,0.015140591
AHH,0.94,0.550411359,0.005785572,-0.003623188,0.026885736,2,-0.017062315
AHI.V20161024,-0.031,1.365564149,0.002994184,0.235294118,-0.21641791,,#N/A
AHL,4.61,1.07780941,0.004984794,0.005302876,0.041851617,,-0.014294466
AHP,-0.61,0.613791199,0.007809699,0.000744602,-0.060796646,,-0.018126888
AHPI,-0.29,4.300605124,0.058732764,0.17984252,0.874874875,,-0.096551724
AHS.V,-0.007,18.3908046,0.000836558,0,0.96969697,,#N/A
AHS,2.16,0.362163223,0.007638064,-0.003573556,-0.003573556,,#N/A
AHT,-0.62,0.467181049,0.003570687,-0.008,0.019736842,1,-0.034825871
AI,-2.28,1.38417548,0.013419094,0.016161616,0.022357724,7,-0.031607263
AIG,-0.29,0.635597519,0.003264349,0.004145937,0.021251476,,-0.000325521
AIII,-0.134,4.011563348,0.012847193,-0.105984848,-0.006482573,,0
AIMC,1.15,2.517573264,0.011676178,-0.015228426,0.023926812,,-0.001709402
AIMT,-1.56,0.388847354,0.00280012,-0.017564403,0.038366337,,-0.025733094
AIN,2.22,0.843452306,0.002876745,-0.014302741,-0.006964457,,-0.006134969
AINC,-4.22,0.229912875,0.000316456,0.010379859,-0.020342612,,#N/A
AIQ,0.76,1.153297504,0.002387295,0.086956522,0.246438746,2,-0.027173913
AIR,0.99,0.969412531,0.007110456,-0.005607477,0.065065065,1,-0.0003125
AIRI,-0.28,0.092608642,0.000110292,0,-0.199063232,,0.003012048
AIRM,2.93,0.96181089,0.013791994,0.001795332,-0.106055751,1,-0.077876106
AIRT,0.833,0.523773867,0.001334924,-0.003220974,-0.060761281,,0
AIT,0.75,2.219133495,0.008950607,-0.015712682,-0.051686851,,0.039296794
AIV,2.12,1.063428014,0.009122148,0.004681648,-0.03093249,,-0.021607807
AIW,-2.283,1.207243461,5.36E-05,-0.012021858,0.002046385,2,0
AIXG,-0.27,1.071165192,0.000170062,0.008912656,-0.079674797,5,-0.047801147
AIZ,6.78,1.308150303,0.008447186,-0.012486493,-0.079874706,8,-0.021362305
AJG,2.21,0.876803615,0.00496637,-0.001651187,-0.034338191,,-0.011914544
AJRD,-0.26,1.478229442,0.006464407,0.032544379,-0.004563605,4,0.001158749
AJX.TO,-0.11,0.563658796,0.000412834,0.015625,-0.057971014,,-0.06557377
AJX,1.94,0.513432622,0.003046039,0.002836879,0.032870709,,-0.013571429
AKAM,1.82,1.50778707,0.020049827,0.001186441,0.094294183,9,0.01057424
AKAO,-2.66,2.52676117,0.026555718,0.009107468,0.181236674,,-0.139896373
AKBA,-3.02,0.340592345,0.003579956,-0.012642225,-0.098152425,,-0.019280206
AKER,-1.59,0.797282125,0.005538731,0,-0.021084337,1,0
AKG,-0.1,0.892321513,0.002713608,0.007537688,-0.002487562,,-0.035264484
AKH.V20161024,0.001,23.12352588,0.017302834,0,0.1,,#N/A
AKO-A,0.77,19.3637205,0.001017244,0.024747938,0.055214724,,0.011818182
AKO-B,0.77,1.253998317,0.000193149,0.009060956,0.082633672,,0.00742268
AKR,0.97,0.874495027,0.006425401,0.006321839,-0.01656838,7,-0.019854015
AKRX,1.48,0.677314156,0.00975039,-0.025894897,-0.068463219,,-0.001611604
AKS,-0.72,2.114283377,0.113156221,-0.038321168,0.130901288,9,0.01984127
AKTX,-4.82,0.195973402,0.000314464,0.002214839,0.039035591,,-0.01396348
AL,3.15,0.670824639,0.006722414,0.003362475,0.039359108,,-0.005903575
ALA.TO,0.41,1.217018823,0.00254867,-0.018560822,0.024441133,,-0.001459854
ALB,1.36,0.364836553,0.003789366,-0.013102536,0.011457435,,0.003546967
ALC.TO,0.82,6.165458141,0.002233286,-0.014821273,-0.025862069,,0.007073386
ALCO,0.91,0.435343657,0.000525066,-0.008221226,-0.01957887,,-0.014328808
ALDR,-2.79,0.790061545,0.011749769,-0.045762712,-0.100063939,,-0.037701975
ALDW,0.86,0.415721946,0.008911598,-0.024494143,-0.004347826,1,-0.075531915
ALDX,-1.71,1.614570373,0.029949363,-0.084931507,-0.027656477,,-0.042016807
ALE,3.05,0.622542159,0.002551585,0.011266185,0.010586456,3,-0.002518892
ALEX,-0.33,0.82838297,0.002251804,0.000783699,0.003404924,1,-0.01537259
ALG.V,-0.017,0.202800735,0.00071151,0.014285714,-0.024725275,,-0.029411765
ALG,3.94,0.968784743,0.004794413,-0.011347953,-0.006012951,,-0.013844024
ALGN,2.05,0.92716812,0.009486992,-0.027669741,-0.049532913,,-0.008951708
ALGT,14.04,0.625463325,0.007814837,-0.003561023,0.088940777,1,-0.062631211
ALI.V,-0.024,0.014527915,9.09E-05,0,-0.057377049,,#N/A
ALIM,-0.68,0.259226907,0.00777974,-0.007751938,-0.146666667,2,-0.015503876
ALJ,-0.95,0.404176297,0.017250919,0.013530135,-0.010804322,1,-0.018181818
ALJJ,0.24,0.920238282,0.001973973,0,-0.041304348,,-0.030444965
ALK,7.13,0.990000401,0.01006938,-0.013892672,0.048971313,1,-0.00489716
ALKS,-1.83,1.818234769,0.015053785,-0.035935564,0.147009267,,-0.030371204
ALL,3.97,0.659244115,0.003010067,-0.001624335,-0.012271731,1,-0.007780388
ALLE,2.04,1.329477506,0.008590557,-0.030195382,-0.034625018,,-0.020573566
ALLT,-0.58,0.465514074,0.001621068,-0.003824092,-0.007619048,,-0.038961039
ALLY,-0.3,1.501228612,0.009957935,0.004624872,0.004624872,1,-0.006382979
ALN.V20161024,-0.08,0.775953606,0.00092363,0,0,,0
ALN,0.049,2.126331719,0.028355667,-0.00147929,0.044891641,,0.028985507
ALNY,-4.24,0.957871942,0.018413641,-0.018206158,-0.378790446,1,-0.033110814
ALOG,0.96,0.409246632,0.003042558,-0.017740982,-0.053776917,,-0.018867925
ALQA,-0.54,0.494316388,0.001659887,-0.026666667,-0.120481928,,-0.013157895
ALR,-0.98,0.269450366,0.002884293,-0.00221533,0.042110134,,-0.004875887
ALRM,0.24,1.020382501,0.020598203,-0.015436242,0.051989961,,-0.021672875
ALS.TO,-0.83,0.395160617,0.000500145,0.006392694,0.074074074,,0.002727273
ALSK,0.04,0.555380299,0.000749315,-0.006024096,-0.029411765,,-0.024096386
ALSN,0.98,2.867846736,0.023285837,-0.006643357,0.021942446,4,0.014542936
ALV.V,-0.2,0.567555325,0.000389534,0,0.086956522,,0
ALV,6.41,0.832840306,0.003228665,-0.014829461,-0.043482434,1,-0.006024712
ALX,16.72,1.09903775,0.001974993,0.004741608,-0.030494037,,-0.004464402
ALXN,0.4,0.679134521,0.004176492,-0.003120125,-0.02739726,,0.041296766
AM,1,0.840701714,0.004618352,0.017162872,0.071982281,,0.022266534
AMAG,-0.75,0.640291364,0.017206787,0.007648184,0.082580115,,-0.007633588
AMAT,1.27,0.770744783,0.009066164,-0.007565337,-0.017364658,1,-0.007223942
AMBA,1.33,0.571134774,0.019953696,-0.007278481,-0.065812984,,-0.028639241
AMBC,1.41,0.659308772,0.002723444,0.003152916,0.021401819,,-0.004232804
AMBR,-0.88,0.336667207,0.005947877,-0.009326425,-0.015447992,,0.002066116
AMC,1.08,0.817145184,0.010281981,-0.017107309,0.003811944,,-0.014106583
AMCC,-0.43,1.143937463,0.005976127,-0.011666667,-0.114925373,,-0.029411765
AMCN,2.46,0.090932084,0.000826413,-0.003236246,-0.043478261,,0.006410256
AMCO,-1.045,0.000888996,3.20E-05,0,-0.916666667,,#N/A
AMCX,4.8,2.551901601,0.031267358,0.038332345,0.026768269,1,-0.05719697
AMD,-0.69,2.064813619,0.115762161,0.086956522,0.141552511,6,-0.044354839
AMDA,-2.345,0.065217252,0.007452573,-0.025477707,-0.138513514,,0.002739726
AME.V,-0.02,0.518672199,0.000433809,-0.2,-0.2,,0
AME,2.39,0.600080016,0.004006341,-0.00621118,-0.048023799,,-0.016470065
AMED,1.14,1.081103797,0.008905423,0.009889604,-0.06970339,,0.024390244
AMEH,-1.49,1.290322581,0.000216294,-0.025906736,-0.096153846,,#N/A
AMFW,-2.39,0.873657069,0.000243108,0,-0.030013643,,-0.00177305
AMG,8.6,0.580525533,0.004842999,-0.004843465,-0.02173613,2,-0.023203488
AMGN,9.772,0.862064891,0.003231094,-0.005949383,-0.058068711,5,0.00538476
AMH,-0.29,0.540833135,0.00784058,0.004701457,0.007068803,,-0.018580276
AMID,-4.9,1.720915273,0.01891059,-0.006622517,0.03950104,2,-0.020477816
AMKR,0.11,0.514838527,0.005782678,-0.012269939,0.032051282,,-0.022035677
AML.V20161020,-0.001,2.259376412,0.004193751,0,-0.022988506,,0
AMNB,1.94,0.522461394,0.000552176,0.007312614,0.003642987,1,0.001805054
AMOT,1.08,0.450281809,0.002654787,-0.01984127,-0.007533903,,0.004081633
AMOV,0.4,0.654431599,5.53E-06,0,0.034602076,1,-0.006861063
AMP,8.24,1.143499212,0.005834185,-0.00805958,-0.023893183,8,0.004975674
AMPE,-0.561,0.618562878,0.005034029,0.005946875,-0.063599459,,-0.025360384
AMPH,0.31,0.218832544,0.00369509,-0.001620746,-0.028901734,,0.003271538
AMRB,0.86,0.319555887,0.000726559,-0.031020408,0.101113173,2,0.006666667
AMRC,0.18,0.844469285,0.002719241,-0.02,-0.027777778,,0
AMRI,-0.98,0.495267174,0.0085869,-0.030852995,-0.003731343,,-0.020113136
AMRK,1.3,5.660358799,0.031527002,-0.012337662,-0.055865922,,0.026160889
AMRS,-0.93,0.961278987,0.047365854,-0.027272727,0.698412698,2,-0.018691589
AMS,0.084,0.073479462,0.000985723,-0.016633333,0.016294612,,3.44828E-05
AMSC,-1.81,0.575365702,0.003742644,-0.005649718,0.015873016,,-0.033755274
AMSF,4.28,0.736588326,0.003656161,-0.003558719,-0.047619048,,-0.006060606
AMSG,3.37,0.708996552,0.015078296,0.001076923,-0.012894417,,-0.046158865
AMSGP,3.37,0.037409593,1.71E-05,8.10E-05,-0.008668432,,-0.032180042
AMSWA,0.32,0.695895184,0.001602976,0.002814259,-0.011100833,,-0.007540057
AMT-PB,1.61,0.87603449,9.52E-05,-0.005313026,0.031496786,,-0.010221314
AMT,1.61,0.814887918,0.00364515,0.003006873,0.042038558,1,-0.011393815
AMTD,1.63,2.318127225,0.023583914,-0.035955056,-0.001164144,,-0.003783469
AMTX,-1.14,0.693349282,0.003054595,0,0.244444444,,-0.052941176
AMWD,3.97,1.151546679,0.013456987,-0.016479895,-0.067150181,,-0.006060606
AMX.V,0,2.778589189,0.005819766,0,-0.2,,0
AMX,0.4,0.876997566,0.002900017,0.00082713,0.035958904,,-0.010970464
AMZN,4.02,1.131847831,0.008271098,-0.004908853,0.032105783,20,-0.015494923
AN.V,-0.01,1.206346431,0.002241097,-0.0625,-0.166666667,,0
AN,3.89,1.128427009,0.015790486,-0.02178091,-0.050963331,1,-0.016865927
ANAT,6.2,1.014112748,0.002023544,0.004540486,-0.000251046,1,-0.000253635
ANCB,0.3,0.180747171,0.000617912,0.00926672,-0.005162828,,-0.01010101
ANCX,1.63,6.513780036,0.020858108,-0.045236189,-0.00250941,4,-0.010901468
ANDE,-1.73,0.853038848,0.003303805,0.007884363,0.062915743,,-0.006578947
ANE.V,-0.063,2.090375378,0.002209373,0,-0.318181818,,1
ANET,2.01,0.454590166,0.007148162,-0.003545261,0.012123395,2,0.001657393
ANF.V,-0.38,0.197158712,0.00052457,0.007633588,-0.057142857,,0
ANF,0.68,0.607864901,0.026608771,-0.000653595,-0.065403423,,-0.019505852
ANFI,0.89,1.455536074,0.012175941,0.011378003,0.015228426,,-0.040841584
ANG.V,-0.01,0.604771984,0.000732683,0.125,-0.1,,-0.111111111
ANGI,0.25,0.574087784,0.004443773,-0.018844221,-0.183908046,,0.005291005
ANGO,-1.15,0.817164267,0.010324159,-0.027325581,-0.013561321,1,-0.025230769
ANH,-0.17,0.867761137,0.004955952,0.018218623,0.020283976,1,-0.014056225
ANIK,2.29,0.539443865,0.00472868,-0.017966796,-0.071797077,1,-0.002038505
ANIP,0.85,0.737279289,0.020801048,0.007744875,0.014523773,2,-0.015199161
ANK.V,-0.03,1.17370892,0.000514096,0,-0.044444444,,0
ANSS,2.88,0.570630241,0.002949562,-0.013532532,-0.011927998,,-0.009599651
ANTH,-1.12,0.595441914,0.00838095,-0.066914498,-0.174342105,,-0.06122449
ANTM,8.65,0.566140667,0.003584014,0.001045268,0.000723415,3,-0.004112903
ANW,0.84,1.071920625,0.012022974,-0.007658643,-0.074489796,,0.006550218
ANY,-1.056,3.071010551,0.029476701,0.148393195,0.118372607,,-0.015625
AOI.TO,-0.19,0.612485337,0.000386481,-0.013761468,0.018957346,,-0.024038462
AOI,6.74,0.259677642,0.001587368,-0.020771513,-0.156872764,,-0.037974684
AON,5.31,1.641308158,0.005083601,-0.01759023,-0.028656394,2,-0.000553097
